starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol,lane_r_1_vol
"2017-07-14 04:30:00-07",4.67,63.65,34,4.6,71.21,48,1.47,75,33,
"2017-07-14 04:35:00-07",7.43,62.71,48,4.71,70.57,56,3.14,72.37,54,
"2017-07-14 04:40:00-07",5.8,66.68,50,4.73,71.03,66,4.8,74.87,86,
"2017-07-14 04:45:00-07",6.5,61.38,45,5.07,70.08,48,2.86,74.47,53,
"2017-07-14 04:50:00-07",6.33,60.18,17,5.33,67.96,24,3.17,75.56,25,
"2017-07-14 04:55:00-07",2.75,65.44,27,3.67,72.52,46,1.5,76.25,28,
"2017-07-14 05:00:00-07",7.2,63.4,47,8.13,66.38,55,3,74.84,62,
"2017-07-14 05:05:00-07",5.38,60.29,28,7.75,67.27,30,3.75,74.71,38,
"2017-07-14 05:10:00-07",4.67,60.1,48,5.67,70.02,66,4.8,74.66,88,
"2017-07-14 05:15:00-07",8.29,64.17,53,7,70.24,66,5.79,73.99,94,
"2017-07-14 05:20:00-07",4.73,64.09,43,6,72.41,81,6.13,75.69,109,
"2017-07-14 05:25:00-07",6.21,68.33,52,7.93,71.22,85,6.14,75.96,103,
"2017-07-14 05:30:00-07",7.87,64.29,63,9.73,67.53,97,9.53,72.59,155,
"2017-07-14 05:35:00-07",10.21,63.06,82,9.64,68.82,88,10.29,72.06,163,
"2017-07-14 05:40:00-07",7.93,64.26,81,11.13,67.95,106,9.07,71.63,150,
"2017-07-14 05:45:00-07",9.36,64.5,58,9.07,69.08,104,9.79,73.05,151,
"2017-07-14 05:50:00-07",8.8,65.44,73,12.13,66.37,95,12,71.09,184,
"2017-07-14 05:55:00-07",9.43,64.46,71,9.79,67.87,97,9.36,72.63,142,
"2017-07-14 06:00:00-07",9.87,62.12,75,13.87,66.2,152,11.67,69.08,187,
"2017-07-14 06:05:00-07",10.64,64.57,87,11.29,67.34,137,13,69.36,180,
"2017-07-14 06:10:00-07",12.07,61.11,108,14.67,64.28,145,13.33,66.86,198,
"2017-07-14 06:15:00-07",14.21,59.08,120,13.64,63.61,136,13.36,66.48,189,
"2017-07-14 06:20:00-07",13.47,56.37,116,14.8,61.47,132,11.93,65.92,182,
"2017-07-14 06:25:00-07",13.5,60.79,116,13.21,64.57,129,11.21,67.38,158,
"2017-07-14 06:30:00-07",10.93,59.91,96,15,63.04,146,12,64.75,171,
"2017-07-14 06:35:00-07",12.5,58.38,127,14.71,64.21,119,12.07,68.7,165,
"2017-07-14 06:40:00-07",12.73,60.84,113,13.53,64.62,144,10.87,69.01,165,
"2017-07-14 06:45:00-07",11.07,62.77,94,14.29,66.14,121,11,68.99,162,
"2017-07-14 06:50:00-07",7.44,64.92,52,9.44,69.16,64,8.89,71.9,83,
"2017-07-14 06:55:00-07",12.21,59.83,90,11.21,66.74,114,8.5,70.15,130,
"2017-07-14 07:00:00-07",10.53,63.75,97,9.8,65.4,108,9.53,70.44,147,
"2017-07-14 07:05:00-07",9.71,60.89,70,11.64,66.73,110,9.14,70.06,133,
"2017-07-14 07:10:00-07",10.18,59.83,69,10.55,63.63,73,10.73,69.89,122,
"2017-07-14 07:15:00-07",10.5,58.96,75,11.58,65.63,82,7.17,68.71,92,
"2017-07-14 07:20:00-07",11.4,61.74,105,10.47,66.51,120,7.67,69.24,121,
"2017-07-14 07:25:00-07",10.07,60.43,100,11.93,66.79,119,9.43,69.83,141,
"2017-07-14 07:30:00-07",10.2,59.8,96,12.4,66,125,8.6,70.27,137,
"2017-07-14 07:35:00-07",9.14,63.77,88,8.79,67.34,89,7.43,71.53,111,
"2017-07-14 07:40:00-07",11.4,59.17,106,9.73,66.74,103,7.47,72.77,126,
"2017-07-14 07:45:00-07",12.29,54.12,93,12.5,57.93,101,12.93,56.49,146,
"2017-07-14 07:50:00-07",8.67,63.66,83,10.73,65.85,115,9.33,68.34,154,
"2017-07-14 07:55:00-07",12.64,58.18,109,9.71,69.36,110,7.71,70.18,118,
"2017-07-14 08:00:00-07",11.6,60.54,97,13.87,65.33,133,9,67.81,137,
"2017-07-14 08:05:00-07",8.64,61.67,87,8.14,67.05,91,4.43,73.1,79,
"2017-07-14 08:10:00-07",8.07,60.59,69,9.27,66.44,93,7.8,71.34,126,
"2017-07-14 08:15:00-07",12.36,59.48,92,11.36,65.33,102,8.43,69.86,124,
"2017-07-14 08:20:00-07",8.93,62.18,92,10.33,65.62,100,7,69.63,116,
"2017-07-14 08:25:00-07",12.57,61.8,99,9.57,69.52,96,7.5,69.58,114,
"2017-07-14 08:30:00-07",11.6,59.59,96,12.33,68.25,123,8.73,68.24,136,
"2017-07-14 08:35:00-07",11.93,59.48,83,12.93,67.27,98,9.07,68.16,134,
"2017-07-14 08:40:00-07",11.87,60.59,103,10,66.18,119,8.13,68.73,126,
"2017-07-14 08:45:00-07",11.64,59.45,77,9.79,65.13,87,7.93,69.41,118,
"2017-07-14 08:50:00-07",13.4,58.92,39,13.6,64.32,44,14.2,66.25,69,
"2017-07-14 08:55:00-07",10.17,61.18,67,11,66.28,95,9.17,70.5,114,
"2017-07-14 09:00:00-07",11.4,59.33,58,12.9,65.69,81,7,71.51,74,
"2017-07-14 09:05:00-07",11.07,62.02,107,13.36,64.96,129,8.43,70.43,127,
"2017-07-14 09:10:00-07",11.33,60.49,99,13.2,64.86,109,9.4,69.79,141,
"2017-07-14 09:15:00-07",14.21,58.15,98,11.07,62.82,98,8,67.27,118,
"2017-07-14 09:20:00-07",12.4,62.92,112,13.8,67.05,127,11.53,67.67,180,
"2017-07-14 09:25:00-07",9.86,62.16,87,9.79,66.81,104,6.57,72.83,101,
"2017-07-14 09:30:00-07",14.2,59.66,112,11.73,65.18,109,9.93,70.08,150,
"2017-07-14 09:35:00-07",9.63,61.39,51,13.13,67.24,59,8.88,71.83,82,
"2017-07-14 09:40:00-07",14.53,57.81,118,14.27,64.18,125,10.4,68.12,163,
"2017-07-14 09:45:00-07",15.29,54.57,100,17.29,62.39,134,9.79,68.38,141,
"2017-07-14 09:50:00-07",13.33,59.17,109,13.47,62.57,127,11.67,66.14,167,
"2017-07-14 09:55:00-07",9.57,60.6,84,12.86,65.47,118,8.21,70.38,124,
"2017-07-14 10:00:00-07",13.2,59.81,90,9.67,66.1,110,8.2,71.67,131,
"2017-07-14 10:05:00-07",12.07,58.78,91,11.5,66.04,107,5.29,72.25,85,
"2017-07-14 10:10:00-07",11.07,58.81,90,9.93,65.68,88,8,68.76,131,
"2017-07-14 10:15:00-07",16.43,56.41,132,16.43,60.57,133,10.43,65.01,137,
"2017-07-14 10:20:00-07",12.93,58.61,119,13.13,65.17,129,8.73,69.96,144,
"2017-07-14 10:25:00-07",16.64,58.69,105,13.93,65.41,124,9,68.97,137,
"2017-07-14 10:30:00-07",11.2,62.29,86,13.27,67.31,121,10.6,69.72,165,
"2017-07-14 10:35:00-07",9.43,61.39,74,10.86,66.69,96,7.14,71.59,116,
"2017-07-14 10:40:00-07",17.33,51.32,105,14.4,57.03,123,14.27,60.3,177,
"2017-07-14 10:45:00-07",18.63,45.45,66,17.38,48.13,67,12.13,52.67,73,
"2017-07-14 10:50:00-07",30.64,28.39,80,18.91,33.73,85,17.18,35.35,98,
"2017-07-14 10:55:00-07",31.17,27.21,96,21.17,33.5,88,16.5,39.01,112,
"2017-07-14 11:00:00-07",25.13,42.57,104,19.73,44.63,102,18,46.75,162,
"2017-07-14 11:05:00-07",29.86,29.78,120,25.93,33.87,122,16.36,39.36,131,
"2017-07-14 11:10:00-07",28.73,28.6,131,23.53,34.06,121,17.47,37.21,141,
"2017-07-14 11:15:00-07",32.29,28.58,127,23.14,33.7,102,17.71,36.63,130,
"2017-07-14 11:20:00-07",20.27,25.79,66,15.47,30,80,10.53,35.4,84,
"2017-07-14 11:25:00-07",6.07,27.8,30,4.93,34.72,25,3,35.65,23,
"2017-07-14 11:30:00-07",32.9,27.97,90,24.5,34.76,68,15.8,38.99,89,
"2017-07-14 11:35:00-07",27.36,29.04,110,19.57,33.1,109,16.93,35.52,122,
"2017-07-14 11:40:00-07",16.87,50.83,111,15.87,53.78,127,13.67,55.11,150,
"2017-07-14 11:45:00-07",14.25,57.82,66,13.13,61.32,72,10.25,65.81,78,
"2017-07-14 11:50:00-07",14.33,58.87,123,14.87,63.19,133,9.87,65.89,146,
"2017-07-14 11:55:00-07",22.14,42.75,99,24.21,45.4,106,13.43,53.44,132,
"2017-07-14 12:00:00-07",27.87,28.88,104,26.8,30.47,114,20.33,30.7,132,
"2017-07-14 12:05:00-07",28.14,29.56,109,20.71,33.06,99,16.64,36.77,122,
"2017-07-14 12:10:00-07",36,22.81,108,26.33,28.49,107,16.4,34.22,124,
"2017-07-14 12:15:00-07",36.71,18.96,102,29.64,25.76,90,19.57,32.81,127,
"2017-07-14 12:20:00-07",31.47,25.84,117,29.6,33.03,111,18.8,34.82,141,
"2017-07-14 12:25:00-07",35.43,24.68,108,28.36,29.48,104,30.07,32.82,119,
"2017-07-14 12:30:00-07",26.67,30.11,116,24.73,32.85,117,17.53,35.67,137,
"2017-07-14 12:35:00-07",22.07,32.83,103,20.14,32.05,98,18.14,33.75,129,
"2017-07-14 12:40:00-07",23.47,32.48,107,23.2,36.52,106,16.73,39.91,141,
"2017-07-14 12:45:00-07",32,25.56,106,27.93,29.76,115,17.14,34.28,118,
"2017-07-14 12:50:00-07",25.6,29.73,120,22.13,33.54,123,13.33,38.51,115,
"2017-07-14 12:55:00-07",32.79,26.13,102,23.57,33.42,107,17.07,35.33,123,
"2017-07-14 13:00:00-07",35.87,18.15,108,29.93,23.42,113,21.87,27.62,121,
"2017-07-14 13:05:00-07",32.43,19.9,82,32.07,25.37,105,19.64,29.11,114,
"2017-07-14 13:10:00-07",33.8,22.21,110,26.53,27.51,104,17.67,32.38,123,
"2017-07-14 13:15:00-07",29.93,25.29,108,25.07,30.03,112,17.43,31.81,115,
"2017-07-14 13:20:00-07",39.07,22.24,115,33.93,23.14,103,20.33,27.98,128,
"2017-07-14 13:25:00-07",30.21,20.48,91,32.14,24.56,117,20.79,29.06,121,
"2017-07-14 13:30:00-07",36.47,18.23,92,35.53,22.81,94,16.6,30.64,118,
"2017-07-14 13:35:00-07",32.5,22.29,99,30.5,24.18,112,19.79,27.92,111,
"2017-07-14 13:40:00-07",41.8,16.91,93,32.07,20.77,101,21.33,24.73,115,
"2017-07-14 13:45:00-07",31.43,23,106,28.43,29.49,97,19,33.91,128,
"2017-07-14 13:50:00-07",28.27,27.76,126,22,31.09,112,15.67,34.16,116,
"2017-07-14 13:55:00-07",36.57,21.02,95,28.79,24.25,112,21.93,26.42,118,
"2017-07-14 14:00:00-07",29.5,22.27,66,24.4,26.87,70,20.7,29.83,93,
"2017-07-14 14:05:00-07",33.79,22.23,93,25.14,26.63,110,21.57,28.9,126,
"2017-07-14 14:10:00-07",41.8,18.47,104,28,24.99,104,25.33,26.07,122,
"2017-07-14 14:15:00-07",35.43,17.83,93,28.64,23,112,21.5,25.55,109,
"2017-07-14 14:20:00-07",35.6,19.25,105,24.6,25.3,107,20.53,26.38,112,
"2017-07-14 14:25:00-07",33.71,16.8,85,35.21,20.98,94,28.64,25.27,113,
"2017-07-14 14:30:00-07",33.2,22.06,95,27.13,26.53,114,20.6,26.87,120,
"2017-07-14 14:35:00-07",33.93,24.54,97,23.07,28.8,100,18,32.54,125,
"2017-07-14 14:40:00-07",44.73,17.2,92,32.07,21.8,90,23.87,25.52,117,
"2017-07-14 14:45:00-07",35.79,20.75,104,29.79,24.41,104,17.29,29.15,108,
"2017-07-14 14:50:00-07",31.8,21.16,91,31.4,22.83,116,23,26.69,127,
"2017-07-14 14:55:00-07",37.38,16.78,49,30.38,23.1,58,26.63,26.48,66,
"2017-07-14 15:00:00-07",27.6,25.86,103,24.53,28.79,122,17.93,29.78,118,
"2017-07-14 15:05:00-07",31,23.41,104,23.93,26,103,23,27.97,112,
"2017-07-14 15:10:00-07",31,22.55,102,25.67,26,110,24.2,25.95,114,
"2017-07-14 15:15:00-07",36.07,18.1,90,28.21,21.15,93,25.07,22.49,112,
"2017-07-14 15:20:00-07",31.2,20.14,95,27.47,23.04,103,22.93,25.88,130,
"2017-07-14 15:25:00-07",36.71,21.62,104,24.86,27.56,107,18.29,31.56,118,
"2017-07-14 15:30:00-07",29.53,21.34,87,29,25.15,101,20.27,28.04,106,
"2017-07-14 15:35:00-07",29.86,22.47,89,24.36,26.9,100,18.36,29.56,110,
"2017-07-14 15:40:00-07",35.47,22.77,101,23.6,26.67,108,23.2,27.15,130,
"2017-07-14 15:45:00-07",35,21.92,99,28.14,20.83,89,21.79,25.41,106,
"2017-07-14 15:50:00-07",38.4,18.5,100,26.13,22.97,116,25.33,22.72,106,
"2017-07-14 15:55:00-07",33.21,21.64,90,24.79,25.81,96,19.5,27.75,118,
"2017-07-14 16:00:00-07",31.47,21.72,95,32.47,22.58,110,23.4,25.04,122,
"2017-07-14 16:05:00-07",35.29,20.34,76,29.43,22,103,23.86,23.53,111,
"2017-07-14 16:10:00-07",30.93,24.81,120,26.87,28.05,126,20.33,29.37,135,
"2017-07-14 16:15:00-07",34.29,19.95,94,31.21,22.12,97,24.14,24.66,112,
"2017-07-14 16:20:00-07",25.78,27.91,70,23.11,29.64,67,17.22,31.93,70,
"2017-07-14 16:25:00-07",27.14,25.71,98,18.86,32.85,111,16.21,32.79,118,
"2017-07-14 16:30:00-07",27.2,24.69,80,25.47,25.59,103,24.53,26.93,113,
"2017-07-14 16:35:00-07",22.93,27.66,77,19.07,32.87,99,16.43,34.86,116,
"2017-07-14 16:40:00-07",31.2,22.46,104,23.33,27.31,118,22.07,25.65,125,
"2017-07-14 16:45:00-07",18.43,37.67,97,18.21,37.07,107,17.71,36.62,138,
"2017-07-14 16:50:00-07",13.67,45.49,69,14.4,45.31,108,14.67,47.59,115,
"2017-07-14 16:55:00-07",7,64.83,40,11.13,66.47,57,8.5,69.24,68,
"2017-07-14 17:00:00-07",7.67,61.73,85,10.87,68.55,132,7.27,67.38,115,
"2017-07-14 17:05:00-07",7,65.8,71,8,69.98,100,7.29,71.14,114,
"2017-07-14 17:10:00-07",8.8,63.7,88,7.87,67.36,100,8.33,67.7,134,
"2017-07-14 17:15:00-07",14.79,55.95,92,13.21,59.69,118,9.71,63.76,131,
"2017-07-14 17:20:00-07",26.73,18.61,84,32.67,20.15,96,19.73,25.42,118,
"2017-07-14 17:25:00-07",33.07,17.45,95,23.36,23.46,98,29.07,27.91,101,
"2017-07-14 17:30:00-07",18.73,33.51,81,18.73,33.17,104,21.2,28.37,106,
"2017-07-14 17:35:00-07",30.14,20.25,93,24.14,25.45,110,21.79,26.55,102,
"2017-07-14 17:40:00-07",30.93,21.69,108,24.53,25.26,111,21.13,26.42,120,
"2017-07-14 17:45:00-07",15,47.31,105,13.36,50.66,111,14.36,53.06,149,
"2017-07-14 17:50:00-07",5.93,65.94,79,8.07,71.69,102,7,69.3,123,
"2017-07-14 17:55:00-07",5.5,64.27,59,8.43,71.07,89,7.21,70.13,113,
"2017-07-14 18:00:00-07",9.87,63.5,88,11.4,66.92,133,7.13,70.81,121,
"2017-07-14 18:05:00-07",9.5,64.18,80,8.86,71.2,105,5.5,74.21,96,
"2017-07-14 18:10:00-07",9.53,63.49,106,9.53,69.17,125,8,72.62,138,
"2017-07-14 18:15:00-07",7.07,62.97,68,7.36,71.63,86,6,73.23,92,
"2017-07-14 18:20:00-07",8.33,61.68,80,9.53,68.77,101,8,72.08,130,
"2017-07-14 18:25:00-07",9.57,65.38,92,7.64,69.02,91,5.79,74.68,91,
"2017-07-14 18:30:00-07",4.67,66.58,52,8.13,69.4,105,7.67,74.9,131,
"2017-07-14 18:35:00-07",10.64,63.61,88,9.71,70.11,97,7.14,73.61,115,
"2017-07-14 18:40:00-07",7.4,68.25,85,9.6,71.85,114,5.13,74.1,98,
"2017-07-14 18:45:00-07",7.25,63.41,44,10.75,71.19,64,6.25,73.1,60,
"2017-07-14 18:50:00-07",10.6,61.59,83,9.47,69.14,116,8.27,71.65,139,
"2017-07-14 18:55:00-07",7.79,63.92,64,9,69.44,96,7,73.22,117,
"2017-07-14 19:00:00-07",10.13,58.84,94,10.87,65.64,136,7.87,70.46,133,
"2017-07-14 19:05:00-07",7,65.45,65,8.43,70.76,110,6.14,74.63,102,
"2017-07-14 19:10:00-07",6.6,66.87,76,7.2,68.88,86,6,72.5,101,
"2017-07-14 19:15:00-07",10.14,63.62,99,8,70.05,97,6.36,73.43,95,
"2017-07-14 19:20:00-07",5.93,63.05,63,7.13,69.73,96,5.2,73.98,97,
"2017-07-14 19:25:00-07",8.57,61.81,69,7.93,67.72,89,6.93,70.84,101,
"2017-07-14 19:30:00-07",9.13,65.34,91,7.93,70.21,107,7.73,73.56,128,
"2017-07-14 19:35:00-07",9.29,62.23,75,7.64,69.94,90,5.64,73.97,87,
"2017-07-14 19:40:00-07",9.93,63.29,101,7.87,68.57,98,6.4,73.1,115,
"2017-07-14 19:45:00-07",6.64,68.23,62,5.79,70.72,81,3.36,74.82,65,
"2017-07-14 19:50:00-07",6.2,64.83,66,5.8,68.83,76,5.8,74.15,100,
"2017-07-14 19:55:00-07",6.29,63.43,83,8.64,68.31,86,6,70.22,90,
"2017-07-14 20:00:00-07",5.73,63.7,61,5.8,68.03,79,2.93,72.46,57,
"2017-07-14 20:05:00-07",5.57,64.19,67,8.5,68.4,99,5,72.14,84,
"2017-07-14 20:10:00-07",8.45,61.52,48,6.91,67.66,64,5.36,71.25,65,
"2017-07-14 20:15:00-07",9.08,63.7,61,8.58,68.1,68,4.75,73.93,67,
"2017-07-14 20:20:00-07",4.6,65.89,62,5.67,71.27,82,2.4,73.08,51,
"2017-07-14 20:25:00-07",7,64.46,69,7.29,67.73,86,4.79,75.32,81,
"2017-07-14 20:30:00-07",7.87,62.4,72,6.27,70.25,93,3.87,74.12,76,
"2017-07-14 20:35:00-07",4.57,66.34,58,5.36,70.62,69,4.21,73.27,73,
"2017-07-14 20:40:00-07",6.6,64.06,34,5.2,70.86,51,3.5,76.55,44,
"2017-07-14 20:45:00-07",5.21,64.54,52,6.57,70.46,69,4,73.22,65,
"2017-07-14 20:50:00-07",4.91,63.87,38,7.09,67.94,62,3.45,72.45,49,
"2017-07-14 20:55:00-07",4.67,66.54,41,6.58,69.88,66,4.83,72.77,65,
"2017-07-14 21:00:00-07",6.7,64.36,47,6.8,69.51,57,5,72.88,60,
"2017-07-14 21:05:00-07",7.86,62.35,68,6.14,70.52,61,3.93,74.79,68,
"2017-07-14 21:10:00-07",8,62.25,69,8.93,67.33,99,5,71.95,85,
"2017-07-14 21:15:00-07",6.57,63.75,59,5.14,65.97,60,4.71,71.28,72,
"2017-07-14 21:20:00-07",3.47,68.08,37,5.33,69.08,78,2.47,71.59,46,
"2017-07-14 21:25:00-07",6.57,63.11,55,6.07,68.33,82,3.93,72.24,59,
"2017-07-14 21:30:00-07",4.33,64.5,52,4.93,69.1,70,1.4,73.53,34,
"2017-07-14 21:35:00-07",5.86,65.55,42,4.07,69.96,55,2.43,71.15,46,
"2017-07-14 21:40:00-07",5.73,63.98,52,4.27,66.4,58,3.27,71.64,58,
"2017-07-14 21:45:00-07",3.14,62.3,33,4.86,66.91,56,1.71,71.68,38,
"2017-07-14 21:50:00-07",5.4,61.44,43,5.6,67.43,69,3.13,69.95,58,
"2017-07-14 21:55:00-07",4.36,64.51,49,5.14,67.23,53,2.71,68.98,41,
"2017-07-14 22:00:00-07",6.67,61.64,58,6.13,67.03,67,1.8,71.35,37,
"2017-07-14 22:05:00-07",2,66.03,31,5.5,69,47,2.07,74.66,41,
"2017-07-14 22:10:00-07",4.8,63.58,43,5.07,67.15,65,2.87,71.64,50,
"2017-07-14 22:15:00-07",4.93,64.31,51,3.29,70.98,49,1.36,73.28,29,
"2017-07-14 22:20:00-07",4.2,64.64,45,5.27,68.52,75,2.67,71.7,54,
"2017-07-14 22:25:00-07",4.93,63.63,43,4.43,69.26,58,1.43,71.63,32,
"2017-07-14 22:30:00-07",4.13,63.87,45,5.13,68.03,66,2.67,70.9,50,
"2017-07-14 22:35:00-07",3.21,63.06,32,4.07,68.96,56,1.36,71.13,31,
"2017-07-14 22:40:00-07",3.33,65.53,32,3.6,69.18,50,1.53,71.91,34,
"2017-07-14 22:45:00-07",3.86,66.03,34,2.64,69.07,46,2,73.12,43,
"2017-07-14 22:50:00-07",3.09,62.55,22,3.55,71,39,0.73,73.47,17,
"2017-07-14 22:55:00-07",2.25,62.59,22,3.5,69.22,37,0.92,73.27,22,
"2017-07-14 23:00:00-07",1.87,66.4,25,2.87,67.8,44,1.27,74.86,35,
"2017-07-14 23:05:00-07",3.57,66.48,31,3.43,71.52,33,1.07,71.91,22,
"2017-07-14 23:10:00-07",1.73,65.58,19,1.73,71.41,39,0.13,72.83,12,
"2017-07-14 23:15:00-07",2.36,65.6,30,1.36,71.22,23,0.5,74.13,15,
"2017-07-14 23:20:00-07",3.8,63.03,31,1.6,70.64,33,0.73,71.13,23,
"2017-07-14 23:25:00-07",3.93,66.32,34,4.5,70.36,55,1.5,71.61,33,
"2017-07-14 23:30:00-07",4.47,63.05,37,1.73,71.22,32,0.73,70.22,23,
"2017-07-14 23:35:00-07",2.71,65.5,22,2.21,70.79,24,0.79,66.55,22,
"2017-07-14 23:40:00-07",3.6,64.52,33,2.07,74.08,36,0.27,75.25,16,
"2017-07-14 23:45:00-07",4.14,62.11,35,4,69.24,46,1,72.6,20,
"2017-07-14 23:50:00-07",4.67,62.34,35,1.2,69.5,20,0.53,73.67,18,
"2017-07-14 23:55:00-07",2.79,62.82,17,1.29,70.26,19,0.14,77.11,9,
"2017-07-15 00:00:00-07",3.93,61.53,17,3.4,67.34,35,0.4,71.53,15,
"2017-07-15 00:05:00-07",6.5,65.24,25,3.58,71.29,31,0.25,71.67,6,
"2017-07-15 00:10:00-07",0.18,71.5,12,1.55,72.53,17,0.09,71.43,7,
"2017-07-15 00:15:00-07",4,60.75,24,1.83,70.9,21,0.83,76.4,20,
"2017-07-15 00:20:00-07",2.27,62.83,18,1.07,69.95,22,0.2,74.31,13,
"2017-07-15 00:25:00-07",3.14,65.43,21,1.07,71.74,23,0,77.71,7,
"2017-07-15 00:30:00-07",2.07,62.45,20,1.8,70.38,21,0.33,71.33,15,
"2017-07-15 00:35:00-07",2.29,63.6,15,1,69.65,20,0.5,76.6,15,
"2017-07-15 00:40:00-07",1.73,66.2,15,2.07,67.36,22,0.27,72.75,8,
"2017-07-15 00:45:00-07",2,67.1,20,0.79,72.88,16,0.07,71.2,5,
"2017-07-15 00:50:00-07",1.8,53.88,16,2.27,66.45,29,0.2,67.69,13,
"2017-07-15 00:55:00-07",0.93,65.88,16,1.29,68.67,21,0.07,70.44,9,
"2017-07-15 01:00:00-07",3.33,63.92,13,0.44,71.64,11,0,79,1,
"2017-07-15 01:05:00-07",2.43,63.94,17,1,73.43,14,0.14,62.6,10,
"2017-07-15 01:10:00-07",1,67.64,11,1.27,70.89,19,0,74.6,5,
"2017-07-15 01:15:00-07",3.92,65.81,16,0.92,61.95,19,0.17,71.8,5,
"2017-07-15 01:20:00-07",3.11,46.44,9,0.67,65.89,9,0,79,2,
"2017-07-15 01:25:00-07",2.21,59.77,13,0.64,72.36,14,0.29,73.1,10,
"2017-07-15 01:30:00-07",1.2,60.67,3,0.7,70,6,0,,0,
"2017-07-15 01:35:00-07",0.21,66,13,0.86,63.71,21,0,69.6,5,
"2017-07-15 01:40:00-07",1.73,66.13,16,0.8,58,10,0,67.2,5,
"2017-07-15 01:45:00-07",1.71,64.27,15,1.14,71.92,26,0.14,69.22,9,
"2017-07-15 01:50:00-07",2.2,64.75,16,1.07,68.38,24,0.2,73,5,
"2017-07-15 01:55:00-07",1.71,62.27,15,0.5,69,11,0,66,3,
"2017-07-15 02:00:00-07",1.47,62.25,16,0.2,67.36,11,0,71,1,
"2017-07-15 02:05:00-07",5.14,58.69,26,1.57,67.25,24,0,71,1,
"2017-07-15 02:10:00-07",3.33,62.26,19,0.6,67.5,10,0,74.5,4,
"2017-07-15 02:15:00-07",0.79,67.82,11,0.29,71.93,14,0,69,2,
"2017-07-15 02:20:00-07",1.73,54.23,13,1.47,70.55,22,0,75,5,
"2017-07-15 02:25:00-07",1.86,72.47,15,0.43,74.22,9,0,81,1,
"2017-07-15 02:30:00-07",0.67,36.33,12,0.53,69.79,14,0,76,3,
"2017-07-15 02:35:00-07",1.57,66.5,8,0.07,69,7,0,69,2,
"2017-07-15 02:40:00-07",2.93,58.61,18,0.93,67.4,15,0.27,72.7,10,
"2017-07-15 02:45:00-07",0.14,65,4,0.57,72.76,17,0.14,75.67,6,
"2017-07-15 02:50:00-07",2.09,65.22,9,0.64,69.7,10,0,,0,
"2017-07-15 02:55:00-07",2,63.31,13,0.83,67.6,10,0,,0,
"2017-07-15 03:00:00-07",2.33,63.71,17,1.07,67.86,14,0.2,72.57,7,
"2017-07-15 03:05:00-07",0.71,66.2,10,0,72.33,3,0,88.33,3,
"2017-07-15 03:10:00-07",2.36,66,12,0.73,67.17,6,0,71,2,
"2017-07-15 03:15:00-07",0,,0,0.33,65,2,0,79,2,
"2017-07-15 03:20:00-07",1.4,65.3,10,0.27,66.83,6,0.13,71,4,
"2017-07-15 03:25:00-07",3.63,65.25,12,0.13,70.22,9,0,76,5,
"2017-07-15 03:30:00-07",1.13,64.43,7,0.33,73.4,15,0,79,4,
"2017-07-15 03:35:00-07",2.29,62.25,16,1.29,70.13,15,0.29,77.3,10,
"2017-07-15 03:40:00-07",2.07,63,12,0.13,70.58,12,0.27,76,10,
"2017-07-15 03:45:00-07",2.43,63.82,17,1.07,70.64,14,0.29,73.43,7,
"2017-07-15 03:50:00-07",1.6,65.91,11,1.6,71.14,21,0.33,73.44,9,
"2017-07-15 03:55:00-07",1.43,65.9,10,1.29,69.18,22,0,79.57,7,
"2017-07-15 04:00:00-07",1.33,63.5,14,0.87,69.18,17,0,72,2,
"2017-07-15 04:05:00-07",1.86,64.14,14,0.5,70.21,14,0,72.67,3,
"2017-07-15 04:10:00-07",2.27,63.67,15,1.73,70.78,18,0.07,75,5,
"2017-07-15 04:15:00-07",2.57,64.56,16,0.86,70.65,20,0,73,4,
"2017-07-15 04:20:00-07",4.13,63.75,28,1,71.69,16,0.13,68.88,8,
"2017-07-15 04:25:00-07",2.5,67.05,22,1.57,63.54,24,0.29,73.42,12,
"2017-07-15 04:30:00-07",1.13,66.68,19,1.47,71.21,29,0.2,74.85,13,
"2017-07-15 04:35:00-07",3.5,61.6,10,2.63,67.25,12,0.13,79,9,
"2017-07-15 04:40:00-07",2.53,65.8,30,1.27,70.8,25,0.6,74.65,17,
"2017-07-15 04:45:00-07",2.79,57.15,20,1.43,65.58,24,0.5,72,11,
"2017-07-15 04:50:00-07",3.13,64.13,24,2.6,71.24,45,0.87,75.92,26,
"2017-07-15 04:55:00-07",2.07,63.69,13,2.64,72.61,33,0.5,79.87,15,
"2017-07-15 05:00:00-07",1.64,62.56,16,2.18,71.5,22,0.27,77.11,9,
"2017-07-15 05:05:00-07",3.5,60.52,21,3.33,71.32,31,0.83,73.93,15,
"2017-07-15 05:10:00-07",3,61,21,3,70.66,41,0.6,71.79,19,
"2017-07-15 05:15:00-07",2.5,67.19,21,1.79,73.58,33,0.57,72.92,13,
"2017-07-15 05:20:00-07",2,68.36,28,2.6,69.69,35,0.67,74.63,19,
"2017-07-15 05:25:00-07",1.57,69.78,27,1.57,74.03,33,0.79,74.84,19,
"2017-07-15 05:30:00-07",2.53,65.26,31,2.6,66.45,42,0.6,76.67,15,
"2017-07-15 05:35:00-07",5.07,69.4,40,4.14,72.72,47,2.21,79.64,45,
