starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol,lane_r_1_vol
"2017-08-12 16:10:00-07",27.6,21.27,105,22.93,25.68,106,20.67,28.3,124,
"2017-08-12 16:15:00-07",28.09,25.73,84,21.73,29.47,91,18.73,32.58,101,
"2017-08-12 16:20:00-07",23.33,33.18,132,22.67,33.6,149,17.47,36.18,140,
"2017-08-12 16:25:00-07",27.92,24.62,103,23.33,26.96,92,21.58,30.16,110,
"2017-08-12 16:30:00-07",28.07,24.29,118,22.13,31.82,124,17,35.83,136,
"2017-08-12 16:35:00-07",29.92,26.35,94,21,31.64,101,17.58,34.19,106,
"2017-08-12 16:40:00-07",29.87,26.26,129,18.53,33.53,128,15.93,35.15,127,
"2017-08-12 16:45:00-07",18.64,40.46,85,15.09,43.87,84,15.09,45.78,112,
"2017-08-12 16:50:00-07",30.67,23.71,109,19.53,33.69,117,20.53,33.38,133,
"2017-08-12 16:55:00-07",25.75,25.8,97,24.25,29.69,109,17.33,33.97,100,
"2017-08-12 17:00:00-07",28.53,25.76,108,23.47,27.92,121,21.6,28.41,133,
"2017-08-12 17:05:00-07",27.83,21.54,83,27.33,23.55,84,20.83,27.58,100,
"2017-08-12 17:10:00-07",28.2,27.53,146,19.33,34.59,126,17.2,35.28,133,
"2017-08-12 17:15:00-07",29.55,27.02,91,19,32.53,88,15.64,35.67,93,
"2017-08-12 17:20:00-07",32.67,24.43,138,21.2,30.02,125,19.2,32.2,125,
"2017-08-12 17:25:00-07",24.25,29.96,111,19,32.41,100,19.25,32.93,114,
"2017-08-12 17:30:00-07",24.53,28.48,113,21,32.15,126,18.2,36.08,145,
"2017-08-12 17:35:00-07",12.08,55.34,76,9.25,64.13,90,8.08,65.98,100,
"2017-08-12 17:40:00-07",11.33,62.23,115,11.4,66.64,128,8.53,71.32,147,
"2017-08-12 17:45:00-07",10.91,61,75,10.64,68.67,98,8.64,72.63,105,
"2017-08-12 17:50:00-07",8.93,65.25,110,9.33,71.08,122,5.8,71.14,102,
"2017-08-12 17:55:00-07",12.58,62.3,97,11.25,67.38,111,8.92,72.19,118,
"2017-08-12 18:00:00-07",8.6,62.43,88,9.6,68.31,132,7.33,71.6,125,
"2017-08-12 18:05:00-07",8.42,64.54,83,9,70.91,93,8.08,74.56,114,
"2017-08-12 18:10:00-07",7.47,66.48,89,8.67,70.8,116,7.87,73.9,134,
"2017-08-12 18:15:00-07",8.25,63.77,75,7.17,69.06,81,5.75,73.91,86,
"2017-08-12 18:20:00-07",7.47,62.2,93,8.6,67.35,113,7.07,71.9,118,
"2017-08-12 18:25:00-07",5.25,64.81,59,9.58,68.99,104,7.5,72.99,102,
"2017-08-12 18:30:00-07",8.53,63.81,85,9.47,70.08,127,7,73.14,115,
"2017-08-12 18:35:00-07",8.75,63.33,84,9.42,70.48,105,8.42,69.51,112,
"2017-08-12 18:40:00-07",7.47,63.02,84,9.2,67.2,122,6.33,72.53,117,
"2017-08-12 18:45:00-07",9.36,63.32,56,10.27,69.3,88,6.55,72.36,78,
"2017-08-12 18:50:00-07",7.08,62.99,69,8.25,69.81,88,5.92,74.49,86,
"2017-08-12 18:55:00-07",8.08,62.83,78,8.92,67.84,94,7.25,71.35,95,
"2017-08-12 19:00:00-07",8.13,64.27,86,8.2,69.22,111,7.8,71.23,118,
"2017-08-12 19:05:00-07",7.83,63.2,79,8.67,70.41,90,7,73.85,98,
"2017-08-12 19:10:00-07",10.27,64.09,102,9.13,71.18,114,6.67,72.88,116,
"2017-08-12 19:15:00-07",7.17,65.92,64,7.08,70.22,76,7.08,73.09,96,
"2017-08-12 19:20:00-07",9.67,64.56,78,6.47,70.98,96,6.67,74.25,111,
"2017-08-12 19:25:00-07",4,65.23,43,5.75,70.06,68,5.33,72.92,75,
"2017-08-12 19:30:00-07",6.27,65.15,85,8.6,70.48,112,5.87,73.41,96,
"2017-08-12 19:35:00-07",5.42,65.53,47,8.17,71.1,90,5.83,73.31,81,
"2017-08-12 19:40:00-07",5.93,64.01,78,6.8,68.7,89,3.93,74.13,68,
"2017-08-12 19:45:00-07",6.64,65.8,56,6.45,69.33,66,4.36,73.86,59,
"2017-08-12 19:50:00-07",8.33,63.43,75,8.2,66.99,112,6.13,73.22,97,
"2017-08-12 19:55:00-07",7,66.39,64,6.25,70.86,78,5.67,73.49,78,
"2017-08-12 20:00:00-07",6.67,63.61,70,7.47,70.97,107,4.53,74.21,80,
"2017-08-12 20:05:00-07",5.42,68.22,55,7.17,71.88,80,5.75,74.13,82,
"2017-08-12 20:10:00-07",6.56,62.18,39,6.44,68.34,59,4.33,70.79,43,
"2017-08-12 20:15:00-07",6.08,62.23,62,7.17,67.48,80,5.42,70.9,73,
"2017-08-12 20:20:00-07",5.53,62.76,72,6.6,68.6,92,4.07,71.17,78,
"2017-08-12 20:25:00-07",7.42,63.62,55,8.58,67.01,85,4.92,69.79,71,
"2017-08-12 20:30:00-07",4.78,63.97,38,6.78,70.45,56,4,74.56,45,
"2017-08-12 20:35:00-07",8.33,61.73,67,7.25,67.13,77,4.5,71.37,65,
"2017-08-12 20:40:00-07",5.13,62.25,59,7.27,66.47,102,5.47,68.36,87,
"2017-08-12 20:45:00-07",5.36,63.47,43,6.73,65.72,69,4.55,71.57,56,
"2017-08-12 20:50:00-07",6.67,63.83,82,7.33,66.13,87,5.93,69.73,94,
"2017-08-12 20:55:00-07",6.92,61.52,64,7.92,65.96,78,4.67,70.14,66,
"2017-08-12 21:00:00-07",4.67,66.05,59,6,68.16,85,4,72.01,67,
"2017-08-12 21:05:00-07",6,60.21,57,7.75,65.68,78,4.83,71.94,64,
"2017-08-12 21:10:00-07",4.89,65.38,39,6.11,68.86,56,3.22,71.68,37,
"2017-08-12 21:15:00-07",8,59.76,67,7.64,63.81,70,5.73,69.83,72,
"2017-08-12 21:20:00-07",5.27,61.32,66,4.6,68.45,69,3.73,71.34,64,
"2017-08-12 21:25:00-07",3.83,63.28,47,6.17,67.21,68,5.75,70.93,70,
"2017-08-12 21:30:00-07",7,60.99,82,5.27,66.95,76,5.67,69.64,89,
"2017-08-12 21:35:00-07",7.5,60.84,80,5.75,65.76,59,4.17,70.11,54,
"2017-08-12 21:40:00-07",4.07,64.13,60,5.2,67.32,78,3.07,72.9,58,
"2017-08-12 21:45:00-07",4.45,61.98,43,6.45,65.43,56,3.73,72.21,52,
"2017-08-12 21:50:00-07",5.8,64.58,53,5.53,69.59,79,2.47,71.41,51,
"2017-08-12 21:55:00-07",5.67,63.45,62,7.33,68.8,80,2.67,72.14,43,
"2017-08-12 22:00:00-07",4.13,63.79,48,4.2,67.48,65,3.67,70.87,63,
"2017-08-12 22:05:00-07",3.25,62.62,45,5.67,67.2,61,2.58,70.93,41,
"2017-08-12 22:10:00-07",4.07,64.47,51,4.87,68.2,69,2,72.53,43,
"2017-08-12 22:15:00-07",4.93,63.44,59,3.8,70.24,58,1.87,74,36,
"2017-08-12 22:20:00-07",2.73,65.05,41,4.73,70.45,74,2.07,74.02,45,
"2017-08-12 22:25:00-07",3.6,65.09,45,3.87,69.78,58,1.6,72.74,39,
"2017-08-12 22:30:00-07",4.33,64.16,43,5.93,69.08,83,3.6,73.62,68,
"2017-08-12 22:35:00-07",4.4,65.52,52,6.4,70.79,81,2.8,69.17,47,
"2017-08-12 22:40:00-07",5.27,63.86,56,4.47,68.99,68,2.73,72.35,55,
"2017-08-12 22:45:00-07",3.09,66.44,25,4.55,68.74,46,1.36,73.5,26,
"2017-08-12 22:50:00-07",3.93,63.2,40,4.27,69.59,64,2,72.88,43,
"2017-08-12 22:55:00-07",5.5,65.43,37,4.67,69.13,47,1.67,74.25,32,
"2017-08-12 23:00:00-07",4.53,63.18,62,5.87,65.75,68,1.4,69.75,36,
"2017-08-12 23:05:00-07",4.53,59.41,49,3.8,69.18,61,2.67,70.09,53,
"2017-08-12 23:10:00-07",3.13,66.03,36,3.8,69.45,44,1.93,70.98,40,
"2017-08-12 23:15:00-07",3.82,64.18,28,3.27,71.27,37,0.91,70.4,15,
"2017-08-12 23:20:00-07",2.93,63.83,35,2.33,69.56,41,0.93,72.64,28,
"2017-08-12 23:25:00-07",3.2,63.38,34,3.47,68.56,50,0.6,70.38,21,
"2017-08-12 23:30:00-07",0.87,63.78,18,1.73,71.3,30,0.33,72.54,13,
"2017-08-12 23:35:00-07",4.11,63.25,24,2.56,71.92,25,0.89,74.36,11,
"2017-08-12 23:40:00-07",2.13,62.72,25,2.4,69,39,0.73,71.25,20,
"2017-08-12 23:45:00-07",3,63.23,26,2.71,68.78,36,0.29,68.25,8,
"2017-08-12 23:50:00-07",4.27,66.1,30,2.6,71.32,41,1.13,75.79,24,
"2017-08-12 23:55:00-07",3.2,64.43,21,3.13,69.74,42,0.53,71.82,17,
"2017-08-13 00:00:00-07",3.87,65.72,32,2.13,71.69,39,0.53,71.79,14,
"2017-08-13 00:05:00-07",2.33,65.12,17,2.56,66.42,24,0.22,68.2,5,
"2017-08-13 00:10:00-07",3.27,65.47,32,1.4,70.77,22,0.13,68,4,
"2017-08-13 00:15:00-07",3.09,64.75,24,2,68.24,25,0.18,76,8,
"2017-08-13 00:20:00-07",1.87,66.58,19,2.07,71,34,0.2,73.2,15,
"2017-08-13 00:25:00-07",2.64,64.68,25,1.64,68.5,20,0.18,72.33,3,
"2017-08-13 00:30:00-07",2.33,67.05,21,1.47,68.91,23,0.13,73.17,6,
"2017-08-13 00:35:00-07",1.67,57.63,16,1.67,70.09,23,0.08,70.83,6,
"2017-08-13 00:40:00-07",3.6,63.68,37,1.13,70.67,18,0.67,69,14,
"2017-08-13 00:45:00-07",1.91,63.5,10,0.64,69.4,15,0.73,70.22,9,
"2017-08-13 00:50:00-07",3.13,65.93,28,1.33,71.93,29,0.07,71.88,8,
"2017-08-13 00:55:00-07",0.75,67.8,10,0.75,70.44,9,0,68.33,3,
"2017-08-13 01:00:00-07",1.4,65.43,14,0.4,68.55,11,0.07,69.8,5,
"2017-08-13 01:05:00-07",2.83,65.23,13,0.33,66.5,8,0,74.5,4,
"2017-08-13 01:10:00-07",3.47,64.21,34,1,72.4,20,0.4,70.88,16,
"2017-08-13 01:15:00-07",1.58,66,11,0.33,72.21,14,0,73.67,3,
"2017-08-13 01:20:00-07",1.47,67.2,15,0.47,71,12,0,72.33,6,
"2017-08-13 01:25:00-07",1.5,63.42,12,0,71,7,0,71.33,3,
"2017-08-13 01:30:00-07",0.07,80,9,0.13,36.33,12,0,78,6,
"2017-08-13 01:35:00-07",1.5,66.9,10,0.5,71.64,14,0,74,2,
"2017-08-13 01:40:00-07",2.13,66.44,18,0.4,72.46,13,0,,0,
"2017-08-13 01:45:00-07",0.64,67.67,6,0.55,56.4,10,0,79,1,
"2017-08-13 01:50:00-07",1,57.25,12,0.73,68.32,19,0,44.13,8,
"2017-08-13 01:55:00-07",0.75,45,4,1.5,69.46,13,0,71.33,3,
"2017-08-13 02:00:00-07",0.33,66,4,0.33,73.56,9,0,,0,
"2017-08-13 02:05:00-07",1.42,66.5,10,0.17,64,4,0,70.6,5,
"2017-08-13 02:10:00-07",0.4,65.13,8,0.13,69.5,6,0,76,1,
"2017-08-13 02:15:00-07",2.17,62.5,14,0.83,69.88,8,0.33,77.33,9,
"2017-08-13 02:20:00-07",2.67,62.22,18,0.47,68.23,13,0.13,77,3,
"2017-08-13 02:25:00-07",1.33,66,9,0.08,69.2,5,0,72.67,3,
"2017-08-13 02:30:00-07",0.53,63.09,11,1.2,69.86,22,0.4,72.58,12,
"2017-08-13 02:35:00-07",2.42,52.5,12,1.67,70,15,0.17,73,4,
"2017-08-13 02:40:00-07",1.87,45.44,9,0.4,68,13,0.07,69,4,
"2017-08-13 02:45:00-07",0.09,60.5,4,0.73,68.88,8,0,73,3,
"2017-08-13 02:50:00-07",1.67,62.88,16,0.53,66.33,12,0.07,74.25,4,
"2017-08-13 02:55:00-07",1.33,60.6,10,0.92,60,9,0,81,2,
"2017-08-13 03:00:00-07",0.93,62.9,10,0.43,67.25,8,0,64,2,
"2017-08-13 03:05:00-07",1.5,65.67,9,0.17,44.67,6,0.25,70,8,
"2017-08-13 03:10:00-07",0.27,68.88,8,0.67,70.07,14,0.2,69.29,7,
"2017-08-13 03:15:00-07",1.17,68.67,6,0.75,66.69,13,0,73.67,3,
"2017-08-13 03:20:00-07",1.4,63.14,14,0.13,70.2,10,0,69.25,4,
"2017-08-13 03:25:00-07",0.58,69.33,9,0.17,66.57,7,0,73.33,3,
"2017-08-13 03:30:00-07",0.8,60.45,11,1.07,67.95,19,0.2,69.22,9,
"2017-08-13 03:35:00-07",1.5,60.42,12,0.08,70.67,3,0.08,64,2,
"2017-08-13 03:40:00-07",1.33,62.92,12,0.27,68.6,10,0,73,1,
"2017-08-13 03:45:00-07",3,63.92,13,0.91,67.18,11,0.36,72.1,10,
"2017-08-13 03:50:00-07",2.07,62.31,13,0.73,68.05,22,0.07,67,1,
"2017-08-13 03:55:00-07",0.5,61,2,0.25,69.38,8,0,0,1,
"2017-08-13 04:00:00-07",1.47,56,12,0.93,63.19,16,0,70.71,7,
"2017-08-13 04:05:00-07",2.83,64.12,17,1.17,71.27,15,0.08,77.67,3,
"2017-08-13 04:10:00-07",1,66.42,12,0.33,70.25,12,0.07,68,2,
"2017-08-13 04:15:00-07",0.55,67.67,6,1.36,66.71,14,0.18,69.5,4,
"2017-08-13 04:20:00-07",0.13,59.25,8,0.47,66.42,12,0.07,65,1,
"2017-08-13 04:25:00-07",2.08,64.62,13,2.33,67,18,0.17,74.88,8,
"2017-08-13 04:30:00-07",1.73,66.24,17,0.8,70.73,15,0,76.67,6,
"2017-08-13 04:35:00-07",0.5,68.88,16,1.75,69.62,21,0,76,2,
"2017-08-13 04:40:00-07",4.4,58.64,22,0.2,69.4,10,0,77.67,3,
"2017-08-13 04:45:00-07",1.91,64.5,12,1.36,68.58,12,0.09,69.33,3,
"2017-08-13 04:50:00-07",0.8,68.7,10,0.33,63.92,12,0.27,71,8,
"2017-08-13 04:55:00-07",2.5,64.56,16,0.17,57.6,10,0,80,2,
"2017-08-13 05:00:00-07",1.2,65.92,13,0.6,70.95,19,0,81,2,
"2017-08-13 05:05:00-07",2.45,66.6,15,1,69.8,15,0,75,4,
"2017-08-13 05:10:00-07",1.27,67.5,14,0.87,70.16,19,0.13,73.83,6,
"2017-08-13 05:15:00-07",2.09,64,13,1.73,70.55,20,0.27,78,7,
"2017-08-13 05:20:00-07",1.13,68.35,20,1,71.2,25,0.2,72.43,7,
"2017-08-13 05:25:00-07",0.75,66.3,10,1.17,71.19,26,0.25,74.67,6,
"2017-08-13 05:30:00-07",3.2,66,21,1.13,70.64,25,0.13,71.92,13,
"2017-08-13 05:35:00-07",2.5,66,24,1,70,18,0.5,73,12,
"2017-08-13 05:40:00-07",0,,0,0,,0,0,,0,
"2017-08-13 05:45:00-07",0,,0,0,,0,0,,0,
"2017-08-13 05:50:00-07",0,,0,0,,0,0,,0,
"2017-08-13 05:55:00-07",0,,0,0,,0,0,,0,
"2017-08-13 06:00:00-07",0,,0,0,,0,0,,0,
"2017-08-13 06:05:00-07",0.75,65.73,15,0.67,74.25,16,0,73.2,5,
"2017-08-13 06:10:00-07",1.11,68.78,9,0.89,72.75,12,0.33,75.5,4,
"2017-08-13 06:15:00-07",2.18,67.35,17,0.91,71.86,14,0.09,75.11,9,
"2017-08-13 06:20:00-07",3.73,66.11,35,2,73.2,35,0.6,74,18,
"2017-08-13 06:25:00-07",2,55,16,1.83,71.38,21,0.17,77.33,9,
"2017-08-13 06:30:00-07",3.07,65.58,33,2,72.23,31,0.53,75.94,17,
"2017-08-13 06:35:00-07",6.67,64.75,20,3.17,73.9,21,0.33,74.83,6,
"2017-08-13 06:40:00-07",3.4,63.94,35,2.53,71.79,38,0.67,74.05,21,
"2017-08-13 06:45:00-07",3.82,65.95,22,2.09,73.92,25,0.64,73.6,15,
"2017-08-13 06:50:00-07",3.67,59.3,27,1.13,71.78,27,0.27,76.33,9,
"2017-08-13 06:55:00-07",2.75,66.29,21,1.92,74.14,28,0.33,73.08,12,
"2017-08-13 07:00:00-07",2.27,66.23,30,1.6,73.5,24,0.13,73.5,8,
"2017-08-13 07:05:00-07",4.5,64.07,29,2.17,70.35,23,0.33,76.33,12,
"2017-08-13 07:10:00-07",4.13,65.59,44,2.27,72.15,41,0.27,76.46,13,
"2017-08-13 07:15:00-07",2.55,68.65,17,2.91,72.84,32,0.55,74.4,15,
"2017-08-13 07:20:00-07",2.53,66.54,28,2.33,73.26,39,0.33,76.19,16,
"2017-08-13 07:25:00-07",4.42,61.33,21,3.75,71.11,38,0.75,75.26,19,
"2017-08-13 07:30:00-07",3,60.23,31,2.93,71.14,44,0.73,73.56,25,
"2017-08-13 07:35:00-07",3.5,67.76,37,3.75,70.11,38,0.33,76,12,
"2017-08-13 07:40:00-07",2.87,63.56,25,1.6,71.97,39,0.8,74.71,21,
"2017-08-13 07:45:00-07",4,67.58,31,3.09,69.46,26,1.27,74.22,23,
"2017-08-13 07:50:00-07",2.8,63.21,29,2.6,71.02,43,0.6,74.53,17,
"2017-08-13 07:55:00-07",3.45,65.7,23,3.45,72.12,34,0.82,72.08,13,
"2017-08-13 08:00:00-07",3.33,65.73,44,3.8,69.66,62,1.47,72.54,39,
"2017-08-13 08:05:00-07",5.17,64.76,42,4.5,70.3,46,1.33,75.09,23,
"2017-08-13 08:10:00-07",4.93,64.37,54,2.67,69.33,42,1.33,72.54,24,
"2017-08-13 08:15:00-07",5.42,63.03,34,4.25,70.66,41,1.17,73.58,26,
"2017-08-13 08:20:00-07",5.2,64.75,48,6.27,71.21,80,3.2,74.84,58,
"2017-08-13 08:25:00-07",4.58,64.85,34,3.58,70.71,48,1.17,74.87,23,
"2017-08-13 08:30:00-07",5.78,63.46,28,5.11,68.31,35,2.22,73.56,27,
"2017-08-13 08:35:00-07",6,61.46,46,6.67,70.41,61,3.25,74.69,54,
"2017-08-13 08:40:00-07",6.13,66.91,68,6,71.01,79,2.73,74.19,54,
"2017-08-13 08:45:00-07",7.82,66.04,48,3.91,75.13,46,2.45,73.95,37,
"2017-08-13 08:50:00-07",5.67,65.76,58,5.8,70.82,82,2.47,75.67,48,
"2017-08-13 08:55:00-07",3.55,67.03,35,4.18,70.18,44,2.55,73.38,32,
"2017-08-13 09:00:00-07",3.33,65.93,40,5.73,70.58,77,3.27,74.44,62,
"2017-08-13 09:05:00-07",7,64.44,25,4.67,70.04,23,3.17,71.1,21,
"2017-08-13 09:10:00-07",6,63.19,63,4.47,69.89,70,2.53,71.22,46,
"2017-08-13 09:15:00-07",5.83,63.42,59,4.33,69.69,51,2.67,72.12,41,
"2017-08-13 09:20:00-07",5.27,66.32,57,7.53,70.97,91,4.07,73.8,76,
"2017-08-13 09:25:00-07",9,61.21,62,7.58,68.95,78,3.5,71.43,53,
"2017-08-13 09:30:00-07",6.67,60.79,81,7.27,67.83,101,5.13,73.99,85,
"2017-08-13 09:35:00-07",6.83,66.13,63,7.08,70.94,81,4.08,73.63,59,
"2017-08-13 09:40:00-07",8.07,61.86,86,7.2,69.91,111,3.93,75,74,
"2017-08-13 09:45:00-07",10.82,59.85,79,9.27,66.71,84,7,71.67,83,
"2017-08-13 09:50:00-07",8.2,62.47,83,8.27,68.49,98,3.07,73.3,60,
"2017-08-13 09:55:00-07",6.58,65.98,60,8.33,69.48,88,5.75,72.73,77,
"2017-08-13 10:00:00-07",8.93,62,86,8.4,68.2,103,5.6,72.45,92,
"2017-08-13 10:05:00-07",8.33,64.52,67,9.08,69.96,99,4.67,75.01,69,
"2017-08-13 10:10:00-07",7.53,62.01,87,8.4,71.27,98,4.13,75.56,79,
"2017-08-13 10:15:00-07",7.5,63.34,61,7.67,69.94,84,4.83,72.75,67,
"2017-08-13 10:20:00-07",5.4,65.49,77,8,70.43,111,5,73.88,86,
"2017-08-13 10:25:00-07",6.25,64.97,58,8.83,70.15,91,4.5,71.95,64,
"2017-08-13 10:30:00-07",9.93,61.49,92,10.33,68.59,119,5.93,70.78,100,
"2017-08-13 10:35:00-07",8.67,60.42,72,9.92,66.7,79,6.42,71.87,84,
"2017-08-13 10:40:00-07",9.4,62.71,96,10.6,65.76,115,6.27,69.81,102,
"2017-08-13 10:45:00-07",7.64,65.16,61,9.18,67.2,80,8.18,70.25,103,
"2017-08-13 10:50:00-07",9.4,61.53,94,9.4,68.65,124,7.67,72.18,131,
"2017-08-13 10:55:00-07",8.92,63.62,74,10.75,66.72,109,9.08,71.1,116,
"2017-08-13 11:00:00-07",9,63.08,87,10,67.6,126,9.07,71.43,138,
"2017-08-13 11:05:00-07",11.17,62.58,83,9.58,68.78,105,7.67,72.46,97,
"2017-08-13 11:10:00-07",9.56,61.79,61,8.56,68.49,61,7.11,71.68,69,
"2017-08-13 11:15:00-07",7.25,63.25,73,8.17,68.12,97,7.75,71.56,98,
"2017-08-13 11:20:00-07",9.73,62.3,105,8.27,67.04,114,7.4,69.75,119,
"2017-08-13 11:25:00-07",12.42,57.98,103,13,63.96,121,12.08,65.05,143,
"2017-08-13 11:30:00-07",12,58.45,121,11,64.85,142,11.2,68.54,175,
"2017-08-13 11:35:00-07",11.33,63.56,78,9.67,68.74,103,7.33,73.15,98,
"2017-08-13 11:40:00-07",9.73,60.51,105,11.2,66.69,127,8.87,70.07,146,
"2017-08-13 11:45:00-07",10,63.29,85,11,67.2,99,8.45,71.82,98,
"2017-08-13 11:50:00-07",8.33,64.9,89,10.13,68.67,139,8.8,73.13,147,
"2017-08-13 11:55:00-07",8.33,62.81,63,10.33,68.06,107,9.67,71.39,118,
"2017-08-13 12:00:00-07",11.53,62.44,94,11.73,66.1,133,10.67,69.62,167,
"2017-08-13 12:05:00-07",11.75,60.67,93,10.5,66.17,100,8.58,71.09,113,
"2017-08-13 12:10:00-07",9.33,60.43,93,11.07,66.33,132,9.53,70.31,149,
"2017-08-13 12:15:00-07",11.33,58.48,90,10,66.85,99,7.67,71.24,106,
"2017-08-13 12:20:00-07",10.73,62.59,116,11.87,65.35,136,12.13,68.14,185,
"2017-08-13 12:25:00-07",20.25,40.26,97,21.92,46.05,106,16.17,48.31,107,
"2017-08-13 12:30:00-07",27.47,26.76,126,20.33,30.84,120,18.87,33.58,138,
"2017-08-13 12:35:00-07",22.58,33.33,103,20.83,33.76,106,19.5,36.5,119,
"2017-08-13 12:40:00-07",28.44,30.25,85,18.67,34.53,73,16.78,38.31,87,
"2017-08-13 12:45:00-07",31.55,22.92,77,26.09,26.89,97,19.73,31.79,101,
"2017-08-13 12:50:00-07",40.4,17.18,96,27.13,24.28,118,19.6,30.26,132,
"2017-08-13 12:55:00-07",28.08,25.45,91,20.75,29.52,94,18,32.71,107,
"2017-08-13 13:00:00-07",30.64,27.22,112,22,29.81,111,20.14,31.89,127,
"2017-08-13 13:05:00-07",36.58,19.5,88,26.92,24.84,79,22.58,26.16,95,
"2017-08-13 13:10:00-07",34.8,19.72,105,30.47,25.07,108,18.73,28.47,122,
"2017-08-13 13:15:00-07",30.58,25.54,93,19.83,33.17,103,15.67,35.56,96,
"2017-08-13 13:20:00-07",28.2,27.96,122,22.87,31.16,136,16.73,34.17,131,
"2017-08-13 13:25:00-07",40.92,16.85,89,22.42,25.43,86,18.92,29.28,104,
"2017-08-13 13:30:00-07",34.07,19.88,104,27.6,23.75,114,18.93,28.79,121,
"2017-08-13 13:35:00-07",32.83,19.64,87,28.33,22.84,85,20.92,28.07,101,
"2017-08-13 13:40:00-07",31.93,22.83,119,23.93,29.81,110,20,31.58,134,
"2017-08-13 13:45:00-07",41.27,20.82,78,26,26.43,82,18.82,29.17,83,
"2017-08-13 13:50:00-07",33.33,20.46,112,25.53,26.04,119,15.73,31.7,117,
"2017-08-13 13:55:00-07",34.67,20.45,84,24.92,21.92,90,20,28.53,101,
"2017-08-13 14:00:00-07",38.36,17.82,90,32,20.04,105,26.79,19.25,103,
"2017-08-13 14:05:00-07",26.75,26.77,88,23.33,27.74,94,19,31.17,104,
"2017-08-13 14:10:00-07",32.67,24.02,117,31.67,24.87,121,21.53,27.74,127,
"2017-08-13 14:15:00-07",29.42,22.26,93,25.67,26.8,101,21.33,27.63,101,
"2017-08-13 14:20:00-07",33.2,21.57,109,27.73,26.69,101,20.33,28.47,123,
"2017-08-13 14:25:00-07",29.33,23.69,86,22.33,28.56,90,18.58,29.52,98,
"2017-08-13 14:30:00-07",34.87,20.34,102,27,24.85,116,16.93,28.85,114,
"2017-08-13 14:35:00-07",37.67,19.89,72,27.92,23.53,93,25.25,23.71,91,
"2017-08-13 14:40:00-07",34,23.49,59,20.89,28.52,69,19.33,30.68,82,
"2017-08-13 14:45:00-07",29.73,28.09,114,19.18,32.83,88,17.73,34.17,99,
"2017-08-13 14:50:00-07",29.33,28.48,135,21.27,34.16,126,16.47,34.62,129,
"2017-08-13 14:55:00-07",18.83,37.82,85,17.42,41.8,105,14.75,41.45,113,
"2017-08-13 15:00:00-07",24.47,28.11,120,21.8,32.14,132,18.33,34.99,142,
"2017-08-13 15:05:00-07",27.67,26.54,100,25,29.95,102,17.92,33.35,109,
"2017-08-13 15:10:00-07",30.07,26.41,120,22.27,31.14,132,16.33,35.23,131,
"2017-08-13 15:15:00-07",30.67,24.45,92,23.17,29.84,105,17.92,32.46,104,
"2017-08-13 15:20:00-07",29.4,30.19,136,19.13,36.28,123,14.87,36.33,120,
"2017-08-13 15:25:00-07",32.75,18.36,67,26.08,25.7,91,19.08,29.24,102,
"2017-08-13 15:30:00-07",36.53,19.05,114,25,26.54,110,19.27,30.18,129,
"2017-08-13 15:35:00-07",30,26.23,93,23.25,28.81,93,19.08,30.85,107,
"2017-08-13 15:40:00-07",31.93,25.82,129,20.93,29.85,123,17.87,32.75,129,
"2017-08-13 15:45:00-07",27.09,28.27,93,20.45,33.86,96,15.55,35.98,93,
"2017-08-13 15:50:00-07",28.93,26.11,130,21.07,30.92,123,16.27,33.93,128,
"2017-08-13 15:55:00-07",27.92,23.15,91,23,29.35,97,17.33,32.53,104,
"2017-08-13 16:00:00-07",36.53,20.57,117,30.27,22.26,123,24.4,24.65,135,
"2017-08-13 16:05:00-07",28.75,27.81,101,22.25,29.26,100,18.58,32.06,104,
"2017-08-13 16:10:00-07",28.67,28.19,132,19.87,34.89,131,17.4,35.34,138,
"2017-08-13 16:15:00-07",26.27,30.73,106,18.73,37.14,98,15.45,39.24,104,
"2017-08-13 16:20:00-07",20.67,37.51,134,18.27,37.75,132,15.27,39.41,136,
"2017-08-13 16:25:00-07",16.5,45.57,96,18.67,42.46,101,15.75,44.1,125,
"2017-08-13 16:30:00-07",23.4,43.44,140,14.8,46.89,131,14.33,51.65,157,
"2017-08-13 16:35:00-07",31.58,21,101,21.08,29.84,96,19.5,29.95,103,
"2017-08-13 16:40:00-07",32.53,19.43,89,22.33,23.54,107,24.47,25.55,110,
"2017-08-13 16:45:00-07",31,19.22,73,25.36,23.87,87,20.27,26.92,84,
"2017-08-13 16:50:00-07",33,24.48,117,21.87,28.31,119,19.07,32.81,133,
"2017-08-13 16:55:00-07",35.18,20.26,80,24.73,24.53,80,20.45,27.85,93,
"2017-08-13 17:00:00-07",24.4,32.64,128,20.73,36.28,130,18.07,38.19,141,
"2017-08-13 17:05:00-07",26.83,27.53,94,21.25,29.48,93,19.33,30.61,109,
"2017-08-13 17:10:00-07",32.07,25.26,135,21.07,29.6,126,19.87,29.92,127,
"2017-08-13 17:15:00-07",34.58,27.54,89,19.5,31.08,98,16.83,33.46,105,
"2017-08-13 17:20:00-07",29.47,28.56,126,21.6,31.44,127,19.87,32.15,134,
"2017-08-13 17:25:00-07",32,25.26,99,19.91,31.51,89,17.91,32.86,95,
