starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol
"2017-07-31 06:45:00-07",4,69,53,6,67.96,68,6.55,66.14,50
"2017-07-31 06:50:00-07",5,69.54,79,7.69,68.15,78,5.31,64.27,55
"2017-07-31 06:55:00-07",5.9,67.01,73,7.2,67.13,52,9.2,64.25,60
"2017-07-31 07:00:00-07",4.86,69.11,83,6.43,68.3,77,8.36,62.05,81
"2017-07-31 07:05:00-07",6.8,69.3,74,7.9,67.59,63,7.1,62.71,41
"2017-07-31 07:10:00-07",7.08,68.22,108,8.38,62.01,78,10.31,58.47,72
"2017-07-31 07:15:00-07",6.09,66.78,78,7.82,65.98,58,9.09,58.46,59
"2017-07-31 07:20:00-07",6.31,68.11,99,8.38,67.17,86,8.31,62.22,72
"2017-07-31 07:25:00-07",7.7,64.2,80,8.5,66.65,82,7.7,61.12,49
"2017-07-31 07:30:00-07",4.31,68.75,72,7.08,68.18,83,6.77,64.05,63
"2017-07-31 07:35:00-07",8,66.95,85,5.2,66.6,45,10,60.67,64
"2017-07-31 07:40:00-07",6.69,70.06,106,7.85,67.58,77,7.69,62.33,70
"2017-07-31 07:45:00-07",4.2,67.68,53,6.1,65.56,64,8.7,63.42,69
"2017-07-31 07:50:00-07",6.38,68.93,99,4.38,69.54,67,6.92,62.57,51
"2017-07-31 07:55:00-07",7,67.69,78,7.1,65.9,62,9.5,60.47,70
"2017-07-31 08:00:00-07",6.86,68.74,110,8.21,67.32,87,8.07,62.86,63
"2017-07-31 08:05:00-07",4,67.42,48,7.9,66.55,67,7.1,61.65,34
"2017-07-31 08:10:00-07",4.23,69.67,66,6.08,68.63,76,6.85,57.56,48
"2017-07-31 08:15:00-07",5.7,69.03,68,7,66.21,56,8.5,60,55
"2017-07-31 08:20:00-07",6.69,69.69,98,7.85,68.62,74,9.46,58.84,58
"2017-07-31 08:25:00-07",6.6,67.47,76,6.7,67.82,44,8.7,59.9,51
"2017-07-31 08:30:00-07",5.69,69.68,85,7.69,67.51,63,10.85,63.23,77
"2017-07-31 08:35:00-07",5.8,69,73,6,68,60,11,63.35,54
"2017-07-31 08:40:00-07",5.5,68.42,52,8.38,66.88,34,9.5,59.61,44
"2017-07-31 08:45:00-07",3.64,68.08,50,7.45,69.57,56,5.64,62.04,45
"2017-07-31 08:50:00-07",5.5,68.76,55,7.75,67.54,52,9.38,61.57,47
"2017-07-31 08:55:00-07",5.4,66.79,66,8.9,65.59,54,13.5,58.93,68
"2017-07-31 09:00:00-07",5.36,68.84,90,8.21,67.56,80,8.57,59.14,58
"2017-07-31 09:05:00-07",4.6,69.79,28,9.8,70.43,35,10.2,65.16,25
"2017-07-31 09:10:00-07",6.88,68.09,67,7.13,67,54,10.13,61.63,51
"2017-07-31 09:15:00-07",8.36,67.68,106,10.27,66.08,78,10.45,60.51,63
"2017-07-31 09:20:00-07",7.63,65.72,68,8.25,65.66,44,9,61.58,38
"2017-07-31 09:25:00-07",6,67.55,66,10.3,65.92,72,5.1,62.14,35
"2017-07-31 09:30:00-07",5.62,67.2,81,9,66.03,70,9.54,53.92,66
"2017-07-31 09:35:00-07",7.8,67.76,79,11.4,67.38,74,13.2,58.94,64
"2017-07-31 09:40:00-07",5.92,67.5,90,8.38,67.15,86,6.46,61.31,64
"2017-07-31 09:45:00-07",6.91,67.91,93,7.27,66.28,60,12,60.51,79
"2017-07-31 09:50:00-07",5.25,67.64,50,8.25,67.92,51,8.38,60.57,44
"2017-07-31 09:55:00-07",7.1,66.4,80,11,65.48,67,9.5,59.44,50
"2017-07-31 10:00:00-07",6.86,66.48,106,8.36,64.62,84,7.43,61.2,80
"2017-07-31 10:05:00-07",7.2,67.5,80,10.9,65.96,72,4,59.5,28
"2017-07-31 10:10:00-07",7.15,66.95,110,8.85,67.75,87,8.92,60.64,73
"2017-07-31 10:15:00-07",7.64,65.79,91,10.82,65.92,71,10.36,58.41,68
"2017-07-31 10:20:00-07",7.08,66.6,100,8.23,66.53,89,9.15,59.31,85
"2017-07-31 10:25:00-07",7.7,66.39,85,13.1,64.27,73,12.1,59.77,79
"2017-07-31 10:30:00-07",7.56,65.59,75,12.33,62.88,65,11.78,57.47,60
"2017-07-31 10:35:00-07",7.45,67.37,97,11.91,64.89,74,13.36,59.92,74
"2017-07-31 10:40:00-07",5.14,69.07,89,8.71,67.5,101,14.07,59.68,102
"2017-07-31 10:45:00-07",10.23,64.13,128,12,64.04,101,11.15,57.28,78
"2017-07-31 10:50:00-07",8,64.5,122,9.5,64.42,103,9.14,60.71,76
"2017-07-31 10:55:00-07",8.7,65.66,93,13.7,63.65,77,12.6,58.5,70
"2017-07-31 11:00:00-07",9.07,65.01,146,10.2,66.94,119,10.07,60.35,95
"2017-07-31 11:05:00-07",8.73,66.03,107,13.09,63.31,77,10.18,59.2,80
"2017-07-31 11:10:00-07",10.45,64.81,119,13.82,65.68,80,10.18,60.19,70
"2017-07-31 11:15:00-07",9.3,65.84,96,10.1,65.81,58,9.5,60.46,57
"2017-07-31 11:20:00-07",9.07,65.67,145,11.8,63.91,99,11.4,60.01,106
"2017-07-31 11:25:00-07",11.17,62.3,66,16,62.29,56,12.33,57.33,42
"2017-07-31 11:30:00-07",10,62.09,134,11.69,60.55,86,12.69,56.96,84
"2017-07-31 11:35:00-07",9.4,65.15,103,12.4,62.74,68,7.9,59.03,58
"2017-07-31 11:40:00-07",10.57,65.24,153,11.5,66.71,93,13.21,59.91,106
"2017-07-31 11:45:00-07",8.6,66.1,41,11.6,66.67,36,7,62.33,24
"2017-07-31 11:50:00-07",9.69,64.55,128,12.92,66.17,94,13.38,60.66,93
"2017-07-31 11:55:00-07",7.9,65.34,89,12.4,63.64,59,9,59.35,71
"2017-07-31 12:00:00-07",9,65.76,132,13.07,64.08,108,10.64,61.11,96
"2017-07-31 12:05:00-07",9.6,63.9,99,12.3,62.43,65,12.3,57.88,73
"2017-07-31 12:10:00-07",8.57,63.76,126,11.69,62.69,95,11.69,57.59,99
"2017-07-31 12:15:00-07",9.5,65.07,99,10.3,63.36,64,10.1,58.48,69
"2017-07-31 12:20:00-07",7.29,66.23,111,12.57,64.19,84,7.57,58.71,65
"2017-07-31 12:25:00-07",8.4,66.31,90,12.1,64.36,64,10,57.41,61
"2017-07-31 12:30:00-07",11,64.39,145,14.38,62.32,97,9.62,57.35,81
"2017-07-31 12:35:00-07",10,65.35,108,10.5,64.51,78,9.6,58.53,58
"2017-07-31 12:40:00-07",9.71,64.38,146,12.29,62.03,96,13.36,58.65,119
"2017-07-31 12:45:00-07",8,64.67,95,10.55,64.95,81,12.18,57.73,89
"2017-07-31 12:50:00-07",8.46,65.13,117,11.23,63.85,84,14.77,55.84,117
"2017-07-31 12:55:00-07",10.82,62.95,124,10.91,63.1,73,10.64,61.5,64
"2017-07-31 13:00:00-07",7.21,66.32,120,10.64,65.21,103,11.21,60.15,86
"2017-07-31 13:05:00-07",8.27,64.47,96,12.91,64.18,89,12.64,56.97,78
"2017-07-31 13:10:00-07",9.43,65.06,139,11.64,62.89,92,11.21,59.04,105
"2017-07-31 13:15:00-07",8.5,63.02,90,9.9,61.56,63,10.4,54.53,64
"2017-07-31 13:20:00-07",9,64.89,131,13.15,62.12,99,13.46,55.54,123
"2017-07-31 13:25:00-07",7.1,66.46,79,10.2,65.11,66,8.5,58.38,66
"2017-07-31 13:30:00-07",9.85,65.6,140,16.46,62.19,103,12.31,57.31,95
"2017-07-31 13:35:00-07",10.6,64.84,55,12,65.15,39,12.2,54.46,37
"2017-07-31 13:40:00-07",11,63.59,145,12.54,64.07,84,9.62,57.31,84
"2017-07-31 13:45:00-07",8.82,64.41,105,10.55,64.45,77,11.09,56.8,88
"2017-07-31 13:50:00-07",9.69,65.32,133,9.77,64.01,93,11.92,60.66,97
"2017-07-31 13:55:00-07",8,66.44,96,8.2,65.06,64,10.4,60.24,68
"2017-07-31 14:00:00-07",9.21,64.41,138,9.71,64.54,89,11.36,60.29,115
"2017-07-31 14:05:00-07",8.4,67.11,92,11.7,64.53,72,10.5,62.03,75
"2017-07-31 14:10:00-07",11.85,63.78,153,8.38,64.6,85,10.92,55.48,100
"2017-07-31 14:15:00-07",7.82,63.8,98,10.18,61.32,81,12.45,58.25,83
"2017-07-31 14:20:00-07",12.31,60.53,154,11.62,61.1,86,12.69,54.97,105
"2017-07-31 14:25:00-07",12.1,60.93,122,14.9,57.4,84,9.5,57.97,69
"2017-07-31 14:30:00-07",10.69,61.73,147,11.77,61.58,106,14.46,54.85,117
"2017-07-31 14:35:00-07",9.5,65,100,10.3,63.3,60,11.2,57.87,93
"2017-07-31 14:40:00-07",11.46,64.23,146,11.08,63.03,101,13.31,56.5,123
"2017-07-31 14:45:00-07",13.09,60.93,152,9.91,60.49,78,14.36,52.77,96
"2017-07-31 14:50:00-07",11.5,63.56,98,12.38,62.26,66,13.5,54.63,68
"2017-07-31 14:55:00-07",11.6,61.6,112,10.9,62.52,84,11.9,56.26,92
"2017-07-31 15:00:00-07",10.92,63.31,144,12.69,61.99,100,12.15,57.79,113
"2017-07-31 15:05:00-07",10.5,65.56,117,11.4,65.01,90,14.1,57.2,97
"2017-07-31 15:10:00-07",11.63,61.3,91,12.75,60.87,69,16.5,51.89,74
"2017-07-31 15:15:00-07",11.3,58.11,113,14.9,54.9,77,16.3,46.83,103
"2017-07-31 15:20:00-07",16.89,40.85,95,19.11,41.38,73,21.67,32.35,65
"2017-07-31 15:25:00-07",12.2,62.13,119,9.4,61.69,78,10.7,55.69,68
"2017-07-31 15:30:00-07",12.85,59.69,159,11.85,59.92,110,11.92,53.61,114
"2017-07-31 15:35:00-07",9,63.84,50,9,63.69,36,10,59.53,38
"2017-07-31 15:40:00-07",10.69,60.49,141,12.31,58.43,93,13.38,51.84,120
"2017-07-31 15:45:00-07",11,57.95,107,13.2,55.03,91,18.1,48.06,97
"2017-07-31 15:50:00-07",10.85,62.99,150,11,62.28,113,12.46,54.73,126
"2017-07-31 15:55:00-07",11.8,59.93,118,12.8,60.05,75,13.2,53.42,96
"2017-07-31 16:00:00-07",10.31,60.1,134,12.85,59.35,98,12.92,53.03,120
"2017-07-31 16:05:00-07",12.2,59.1,117,13.3,58.52,88,12.1,53.7,108
"2017-07-31 16:10:00-07",14.69,47.06,141,15.92,44.52,109,25.08,34.13,142
"2017-07-31 16:15:00-07",18.7,38.81,114,20.2,37.98,94,29.5,24.87,109
"2017-07-31 16:20:00-07",17.85,39.1,145,18.77,38.53,120,26.31,28.53,126
"2017-07-31 16:25:00-07",15.4,37.55,97,21.5,36.6,83,30.5,23.65,99
"2017-07-31 16:30:00-07",16,37.13,128,22.46,35.24,114,27.23,28.11,126
"2017-07-31 16:35:00-07",15.6,39.71,102,20.9,36.82,83,34.7,21.26,95
"2017-07-31 16:40:00-07",14.85,39.24,124,16,38.79,107,31.23,24.6,144
"2017-07-31 16:45:00-07",16.5,38.4,101,19.4,37.02,95,30.8,24.57,98
"2017-07-31 16:50:00-07",12.77,42.19,116,13.23,41.41,82,19.62,35.37,126
"2017-07-31 16:55:00-07",13,40.88,90,15.8,39.67,72,20.1,35.8,101
"2017-07-31 17:00:00-07",14.13,41.84,75,15.38,39.71,51,18.63,37.06,64
"2017-07-31 17:05:00-07",11.1,43.36,77,13.8,40.97,63,17.7,36.52,97
"2017-07-31 17:10:00-07",12.23,41.54,112,15.23,39.76,95,22.08,36.34,130
"2017-07-31 17:15:00-07",11.7,43.22,82,12.7,43.53,58,17.6,38.84,105
"2017-07-31 17:20:00-07",13.57,41.93,129,16.36,41.02,103,21.57,35.88,139
"2017-07-31 17:25:00-07",13,39.5,44,20.2,36.61,51,21.6,28.21,47
"2017-07-31 17:30:00-07",15.85,39.88,125,19.08,38.57,101,28.23,27.22,137
"2017-07-31 17:35:00-07",15.2,39.48,100,18.1,35.21,73,30.8,24.84,98
"2017-07-31 17:40:00-07",16.08,37.37,129,16.77,36.59,100,27.15,26.86,136
"2017-07-31 17:45:00-07",15.8,35.02,93,20.9,31.35,62,26.1,24.63,82
"2017-07-31 17:50:00-07",15.69,39.15,129,17.08,37.47,99,26.08,27.99,132
"2017-07-31 17:55:00-07",14.9,38.02,94,21.8,32.55,78,30.9,23.99,79
"2017-07-31 18:00:00-07",15.64,37.22,129,20.21,33.41,107,32.36,24.31,139
"2017-07-31 18:05:00-07",16,36.4,107,20.36,34.85,74,31,26.52,130
"2017-07-31 18:10:00-07",14.23,38.09,108,19.38,34.82,88,28.31,27.98,133
"2017-07-31 18:15:00-07",16.91,35,108,19,33.87,92,30.55,26.09,105
"2017-07-31 18:20:00-07",14.23,39.84,122,19.23,34.13,86,33.46,24.12,122
"2017-07-31 18:25:00-07",14.2,40.16,90,19.8,40.78,86,21.3,37.53,101
"2017-07-31 18:30:00-07",13.23,43.78,120,16.77,39.43,100,24,33.37,106
"2017-07-31 18:35:00-07",12,53.8,108,12.4,54.98,82,9.7,50.78,74
"2017-07-31 18:40:00-07",9,60.36,117,13.54,56.13,108,11.08,53.54,102
"2017-07-31 18:45:00-07",5.55,66.05,74,7.73,65.44,61,8.36,63.13,64
"2017-07-31 18:50:00-07",6.69,67.67,98,7.54,66.65,75,8.77,56.36,75
"2017-07-31 18:55:00-07",4.1,68.57,49,6,68.74,54,7.7,61.61,46
"2017-07-31 19:00:00-07",5.07,70.2,81,7.57,68.06,81,8.14,63.55,64
"2017-07-31 19:05:00-07",5.5,69.9,61,4.1,71.34,44,9.1,63.79,52
"2017-07-31 19:10:00-07",4.57,70.22,78,5.07,69.95,66,6.79,65.38,82
"2017-07-31 19:15:00-07",1.6,71.38,29,5.3,69.49,45,5.3,63.4,40
"2017-07-31 19:20:00-07",3.54,69.79,63,6.54,67.66,59,6.54,62.94,70
"2017-07-31 19:25:00-07",3.8,66.92,49,7.5,66.33,51,8,57.44,57
"2017-07-31 19:30:00-07",3.38,69.17,53,5.38,67.52,56,7,60.1,58
"2017-07-31 19:35:00-07",4.2,70.46,52,5,68.52,42,5.8,65.87,46
"2017-07-31 19:40:00-07",2.29,71.64,47,7.07,68.69,78,5.93,63.98,61
"2017-07-31 19:45:00-07",3,70.5,26,7.17,67.57,35,8,62.57,30
"2017-07-31 19:50:00-07",3.46,70.37,59,5.54,68.61,62,4.62,66.55,47
"2017-07-31 19:55:00-07",4.3,69.35,49,6.6,67.64,50,5.1,60.77,43
"2017-07-31 20:00:00-07",2,71.46,26,4.88,69.15,40,7,64.87,39
"2017-07-31 20:05:00-07",4.6,68.72,57,7,65.58,59,6.5,61.91,47
"2017-07-31 20:10:00-07",2.5,69.9,50,5,68.93,67,4.57,63.34,65
"2017-07-31 20:15:00-07",3,70.87,38,6,68.5,46,7,64,41
"2017-07-31 20:20:00-07",3.86,69.31,71,4.71,69.22,65,6.5,60.34,59
"2017-07-31 20:25:00-07",4.6,69.14,58,6.3,67.87,61,7.3,63.08,48
"2017-07-31 20:30:00-07",3.85,68.91,64,5.92,68.55,60,8.46,63.69,58
"2017-07-31 20:35:00-07",3.6,69.85,48,7.7,67.78,45,4.9,63.9,29
"2017-07-31 20:40:00-07",3.57,65.28,64,5.07,67.72,68,5.93,61.5,56
"2017-07-31 20:45:00-07",2.82,68.47,45,6.91,67.22,49,6.36,58.28,50
"2017-07-31 20:50:00-07",2.54,70.53,45,4.08,69.1,52,5.69,63.6,42
"2017-07-31 20:55:00-07",1.3,69.74,19,2,68.73,22,4.3,59.79,29
"2017-07-31 21:00:00-07",1.21,68.41,27,5.21,65.38,42,2.71,63.42,36
"2017-07-31 21:05:00-07",5.4,68.8,30,6.6,68.82,22,5.8,62.71,21
"2017-07-31 21:10:00-07",1.79,67.97,37,4.5,64.74,58,5.07,57.71,52
"2017-07-31 21:15:00-07",1.17,70.54,13,3.83,69.44,25,5,64.73,15
"2017-07-31 21:20:00-07",2.08,66.68,37,3.62,66.86,51,3.69,60.06,32
"2017-07-31 21:25:00-07",4.1,67.6,50,5.3,67.54,52,5.1,63.83,40
"2017-07-31 21:30:00-07",2,68.39,44,5.64,65.91,64,7.86,61.57,58
"2017-07-31 21:35:00-07",2,69.18,11,3.6,71.29,17,1.4,48.43,7
"2017-07-31 21:40:00-07",1.57,66.24,34,4.43,67.94,51,2.79,63.46,39
"2017-07-31 21:45:00-07",1.91,70.16,31,3.73,67.46,35,5.64,62.38,37
"2017-07-31 21:50:00-07",2.69,67.36,44,4.08,68.22,49,4.77,62.06,34
"2017-07-31 21:55:00-07",2.1,69.27,30,2.8,68.53,34,5,65.3,40
"2017-07-31 22:00:00-07",2.21,69.06,48,3.14,70.22,54,5,60.98,45
"2017-07-31 22:05:00-07",1.7,68.54,26,2.7,68.19,32,6.5,60.37,35
"2017-07-31 22:10:00-07",0.79,67.23,22,3.93,66.11,47,3.57,60.21,28
"2017-07-31 22:15:00-07",2.45,67.33,36,3.1,66.29,35,5.2,63.69,39
"2017-07-31 22:20:00-07",1.07,70.25,28,2.64,68.36,42,5.86,60.59,41
"2017-07-31 22:25:00-07",1.6,68.24,25,2.7,67.67,30,7.3,60.97,32
"2017-07-31 22:30:00-07",1.38,68.11,27,3.85,66.61,38,3,63.36,25
"2017-07-31 22:35:00-07",0.7,66.88,17,3.6,69.47,32,4.4,61.44,25
"2017-07-31 22:40:00-07",0.21,70.45,11,1.93,67.35,34,2.79,61.74,31
"2017-07-31 22:45:00-07",1.82,68.07,30,4.18,65,29,3.27,60.65,17
"2017-07-31 22:50:00-07",0.31,68.77,13,1.15,68.42,19,4.46,62.24,25
"2017-07-31 22:55:00-07",0.6,68.3,10,2.7,69.19,26,5.9,64.15,27
"2017-07-31 23:00:00-07",1.14,68,28,1.64,67.27,33,3.79,62.69,26
"2017-07-31 23:05:00-07",0.3,68,11,2.7,66.62,26,2.2,61.8,15
"2017-07-31 23:10:00-07",0.38,64.64,14,2.69,66.18,33,2.69,58.71,21
"2017-07-31 23:15:00-07",0.55,71.38,16,1.27,69.13,24,2.09,58.13,16
"2017-07-31 23:20:00-07",0.46,68.24,17,2.31,68.1,39,3.31,63.14,21
"2017-07-31 23:25:00-07",0,75.5,4,3.6,69.11,18,3,60.14,14
"2017-07-31 23:30:00-07",0.62,71.27,15,1.69,68.24,25,1.31,66.63,19
"2017-07-31 23:35:00-07",0.5,67.31,13,1.1,65.31,16,1.8,65.73,15
"2017-07-31 23:40:00-07",0.54,70.13,16,1.23,70.85,27,3.08,63.14,21
"2017-07-31 23:45:00-07",0.25,64.5,12,1.17,66.7,20,0.33,62.8,10
"2017-07-31 23:50:00-07",0.23,66.69,13,2.15,67.94,34,4.54,60.84,25
"2017-07-31 23:55:00-07",0.3,67.57,7,1.1,68.4,15,3.3,62.73,15
"2017-08-01 00:00:00-07",0.36,68.87,15,1.14,67.7,20,1.57,62.33,15
"2017-08-01 00:05:00-07",0.44,67.67,9,3,68.27,22,3,65.31,16
"2017-08-01 00:10:00-07",0.23,66.22,9,1.15,68,20,4.15,64.38,34
"2017-08-01 00:15:00-07",0.3,68,9,1.2,67.29,17,3.2,66.31,16
"2017-08-01 00:20:00-07",0,72,2,0.85,68.25,20,3.31,63.07,15
"2017-08-01 00:25:00-07",0,68,2,1.3,67.33,15,4.2,60.12,17
"2017-08-01 00:30:00-07",0.54,66.38,8,0.54,58.6,15,1.46,62.92,12
"2017-08-01 00:35:00-07",0.3,64.5,8,0.5,70.5,12,2.7,56.35,17
"2017-08-01 00:40:00-07",0.08,69.29,7,1.69,66.83,23,1.69,63.09,11
"2017-08-01 00:45:00-07",0.2,64,1,0.2,72.5,2,7.2,59.9,10
"2017-08-01 00:50:00-07",0.38,70,10,0.38,68.47,17,3.54,62.94,18
"2017-08-01 00:55:00-07",0,68.6,5,0.7,67.87,15,3.7,61,12
"2017-08-01 01:00:00-07",0,62.5,2,0.93,68.3,20,3.21,62.75,20
"2017-08-01 01:05:00-07",0,71.33,6,1,67.45,11,2.3,63.92,13
"2017-08-01 01:10:00-07",0,38.5,2,1.38,67.8,15,3.15,59.6,15
"2017-08-01 01:15:00-07",0.18,65,4,0.55,66.8,15,1,65.73,11
"2017-08-01 01:20:00-07",0,51.67,6,0.62,65.86,7,1.46,61,9
"2017-08-01 01:25:00-07",0,74,2,1,68.2,15,1.4,66.73,11
"2017-08-01 01:30:00-07",0,70,4,0.77,65.44,9,1.31,62.17,6
"2017-08-01 01:35:00-07",0.2,64.88,8,1.6,64.23,13,3.1,60.82,17
"2017-08-01 01:40:00-07",0,66.71,7,1.75,66,16,6.25,59.14,14
"2017-08-01 01:45:00-07",0,71,1,0.45,64,11,2.64,64.25,12
"2017-08-01 01:50:00-07",0,68,5,0.23,63.14,7,1.92,60.81,16
"2017-08-01 01:55:00-07",0,65.67,3,0.7,61.5,2,2.4,62.89,9
"2017-08-01 02:00:00-07",0.14,70,5,0.57,64.73,11,1.21,60.83,6
"2017-08-01 02:05:00-07",0,,0,1.5,65.73,11,5.9,60.44,18
"2017-08-01 02:10:00-07",0,68.67,3,0.86,63.73,11,1.14,59.63,8
"2017-08-01 02:15:00-07",0.18,70,7,3.18,63.2,15,3.27,64.83,12
"2017-08-01 02:20:00-07",0.15,67.67,9,1.54,65.21,14,2.23,60.07,14
"2017-08-01 02:25:00-07",0,76.8,5,0,71.4,5,1.8,52.57,7
"2017-08-01 02:30:00-07",0,66,4,0.36,68.25,8,3.43,61.06,16
"2017-08-01 02:35:00-07",0,57,1,0.9,63.83,6,1.9,61.27,11
"2017-08-01 02:40:00-07",0.15,70.14,7,1.15,64.06,17,2.77,64.53,15
"2017-08-01 02:45:00-07",0.27,70.8,10,2.09,65.22,18,1,61.73,11
"2017-08-01 02:50:00-07",0.15,68.8,10,1.31,66.9,20,2.38,61.63,16
"2017-08-01 02:55:00-07",0,64,5,2,60.64,14,1.6,62.8,5
"2017-08-01 03:00:00-07",0.07,65,2,1.29,63,14,2.93,60.59,17
"2017-08-01 03:05:00-07",0.1,66.67,6,1.5,66.54,13,2.6,57.94,18
"2017-08-01 03:10:00-07",0,,0,0,,0,0,,0
"2017-08-01 03:15:00-07",1.4,27.83,6,12.4,22.44,18,28.8,17.2,25
"2017-08-01 03:20:00-07",0,66.75,4,0,63,1,2.6,68.67,6
"2017-08-01 03:25:00-07",0,67,2,0.2,68.14,7,3.8,62.77,13
"2017-08-01 03:30:00-07",0,69,1,0.08,72,5,3.31,64.88,16
"2017-08-01 03:35:00-07",0,63,1,1.2,68.36,11,1.8,64.67,6
"2017-08-01 03:40:00-07",0,62,2,1.23,67,12,3.62,61.05,21
"2017-08-01 03:45:00-07",0.1,62.67,6,2.2,64.92,12,5.7,56.32,19
"2017-08-01 03:50:00-07",0.15,66.43,7,3,63.43,21,3.31,62.07,15
"2017-08-01 03:55:00-07",0.2,65.57,7,2.6,63.17,18,5.7,60.33,18
"2017-08-01 04:00:00-07",0,64,2,1.77,67.88,16,3.54,52.53,15
"2017-08-01 04:05:00-07",0,67.2,5,0.9,62,6,3,62.15,20
"2017-08-01 04:10:00-07",0,68.5,4,1.08,67.71,17,5.31,60.96,25
"2017-08-01 04:15:00-07",0.1,66.29,7,1.2,66.23,13,3.4,59.91,11
"2017-08-01 04:20:00-07",0.07,68,6,0.57,68.89,18,2.79,61.27,22
"2017-08-01 04:25:00-07",0,67.78,9,1.91,67.6,15,5,60.85,20
"2017-08-01 04:30:00-07",0.25,65.17,6,1.38,69.82,11,4.25,64.6,15
"2017-08-01 04:35:00-07",0.4,69.6,10,2,63.38,13,5.5,64.9,21
"2017-08-01 04:40:00-07",0.22,66.71,7,2.67,66.83,18,3.11,61.67,15
"2017-08-01 04:45:00-07",0.45,74.25,8,4.45,65.48,27,4.27,48.87,23
"2017-08-01 04:50:00-07",0.21,72.08,12,1.29,67.21,19,5.07,62.19,21
"2017-08-01 04:55:00-07",0.09,68.63,8,2.91,66.82,17,5.73,62.25,24
"2017-08-01 05:00:00-07",0.21,72.08,12,1.93,68.27,22,3.93,62.54,26
"2017-08-01 05:05:00-07",0.36,70.42,12,2.45,69.85,27,10,63.03,38
"2017-08-01 05:10:00-07",0.79,69.78,18,2.36,66.38,29,3.43,55.59,22
"2017-08-01 05:15:00-07",0.36,70.82,11,2.73,67.96,27,4.64,60.87,23
"2017-08-01 05:20:00-07",0.79,70.17,23,3.93,66.82,33,5.43,62.12,34
"2017-08-01 05:25:00-07",0.8,69.11,18,1.9,68.67,21,4.5,60.58,24
"2017-08-01 05:30:00-07",1.07,69.16,25,4.21,66.72,39,4.21,63.7,30
"2017-08-01 05:35:00-07",1.82,70.82,28,3.91,69.63,43,8.36,62.88,43
"2017-08-01 05:40:00-07",2.23,70.29,42,5,67.14,49,6.08,61.57,42
"2017-08-01 05:45:00-07",2.27,70.51,37,5.73,67.86,43,3.73,63.96,25
"2017-08-01 05:50:00-07",2.57,65.57,44,3.14,66.58,38,5.5,61.64,47
"2017-08-01 05:55:00-07",3.8,69.31,51,4.1,68.84,44,4.9,65,22
"2017-08-01 06:00:00-07",1.93,69.43,40,4.71,68.39,57,7.43,65.19,59
"2017-08-01 06:05:00-07",3.18,71.11,47,5.91,71.82,56,7,66.44,45
"2017-08-01 06:10:00-07",3.62,69.73,59,5.15,70.61,54,8.85,63.81,53
"2017-08-01 06:15:00-07",2.45,70.47,38,5.18,71.55,56,6.27,67.18,39
"2017-08-01 06:20:00-07",3.77,71.02,62,6.46,68.39,69,7.77,61.32,53
"2017-08-01 06:25:00-07",4.8,68.41,58,6.8,67.68,50,5.8,62.08,39
"2017-08-01 06:30:00-07",4.08,68.25,68,6.92,67.15,74,6.46,61.75,55
"2017-08-01 06:35:00-07",5.6,69.03,65,8.2,67.1,61,9.1,61.65,51
"2017-08-01 06:40:00-07",4.5,68.49,81,6.29,68.66,76,8.64,62.2,82
"2017-08-01 06:45:00-07",4.9,68.2,60,7.5,68.36,56,7.5,65.18,44
"2017-08-01 06:50:00-07",5.43,67.92,88,5.64,69.41,64,6.43,65.1,63
"2017-08-01 06:55:00-07",4.2,62.8,51,6.5,67.72,53,8.1,59.63,46
"2017-08-01 07:00:00-07",5.07,68.56,90,5.57,68.69,62,6.93,63.38,64
"2017-08-01 07:05:00-07",2.8,68.65,40,5.6,67.56,64,9,61,42
"2017-08-01 07:10:00-07",5.62,66.67,84,9.46,65.51,87,6.23,62.43,47
"2017-08-01 07:15:00-07",7,66.48,85,9.73,66.12,89,12.55,60.6,86
"2017-08-01 07:20:00-07",6.5,68,56,6.63,66.58,38,7.5,61.3,43
"2017-08-01 07:25:00-07",6.55,69.44,86,10.91,67.21,68,7.18,62.31,51
"2017-08-01 07:30:00-07",9.08,67.21,127,9.15,65.15,96,12.62,60.19,86
"2017-08-01 07:35:00-07",7.1,67.37,82,6,67.4,50,8.9,62.55,65
"2017-08-01 07:40:00-07",3.73,69.58,73,4.8,68.12,78,7.8,62.63,80
"2017-08-01 07:45:00-07",8.36,66.69,98,6.91,66.89,74,8.45,59.17,63
"2017-08-01 07:50:00-07",3.77,69.22,65,4.77,68.86,63,9.31,61.77,65
"2017-08-01 07:55:00-07",2.9,70.29,45,6.3,68.02,59,7.3,59.58,38
"2017-08-01 08:00:00-07",4.29,67.68,78,6.79,67.23,70,9,61.36,83
"2017-08-01 08:05:00-07",4.5,67.59,56,4.7,67.25,40,8.9,62.34,56
"2017-08-01 08:10:00-07",6.15,68.58,105,6.08,67.44,68,8.15,59.93,60
"2017-08-01 08:15:00-07",4.9,70.6,63,5.7,69.77,60,7.5,62.95,41
"2017-08-01 08:20:00-07",5.31,69.75,73,5.85,66.79,71,7.15,62.29,52
"2017-08-01 08:25:00-07",4.7,68.86,58,8.4,68.17,65,5.2,62.54,37
"2017-08-01 08:30:00-07",5.38,67.68,84,8.85,64.74,90,9.31,59.38,80
