starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol,lane_r_1_vol
"2017-08-22 02:25:00-07",0.18,60,4,0.45,75,7,0,54,3,
"2017-08-22 02:30:00-07",5.5,61.21,19,1.5,67.88,16,0.14,73.5,8,
"2017-08-22 02:35:00-07",2,64.88,8,1.45,70.88,16,0,,0,
"2017-08-22 02:40:00-07",2.14,55.31,13,1.21,74.13,16,0,75.33,3,
"2017-08-22 02:45:00-07",3.27,51.1,10,0.55,48.75,8,0,,0,
"2017-08-22 02:50:00-07",1.5,57.65,20,0.93,72,14,0.29,79.6,10,
"2017-08-22 02:55:00-07",2.55,71,10,0.91,67.82,11,0,69,2,
"2017-08-22 03:00:00-07",3.36,60.26,23,2.43,68.38,29,0,71,2,
"2017-08-22 03:05:00-07",2.09,60.55,11,0.55,70.5,12,0.09,78,3,
"2017-08-22 03:10:00-07",2.71,61.9,10,1.43,71.84,19,0.07,78.6,5,
"2017-08-22 03:15:00-07",1.73,59.86,14,2.45,68.83,18,0.09,68.67,6,
"2017-08-22 03:20:00-07",3.86,61.33,15,0.79,68.33,15,0.07,73.57,7,
"2017-08-22 03:25:00-07",4.73,59.33,18,1.73,70.78,23,0.27,74.3,10,
"2017-08-22 03:30:00-07",5.5,62,23,2.64,69.54,26,0.07,73.4,5,
"2017-08-22 03:35:00-07",3.18,64.29,14,2.18,69.84,31,0.27,72.5,8,
"2017-08-22 03:40:00-07",2.79,65.32,25,2.93,70.38,32,0.29,75.2,10,
"2017-08-22 03:45:00-07",2.73,64.7,10,3.18,63.45,22,0.36,74.92,13,
"2017-08-22 03:50:00-07",2.79,61.36,14,2.64,69.58,33,0.43,74.45,11,
"2017-08-22 03:55:00-07",3.91,63.94,18,2.36,71.89,18,0.27,71.91,11,
"2017-08-22 04:00:00-07",4.43,63.75,24,2,68.38,24,0.36,73.36,11,
"2017-08-22 04:05:00-07",3.45,67.65,17,1.73,71.41,27,1.27,74.61,23,
"2017-08-22 04:10:00-07",3.71,63.25,24,4.14,70.83,47,0.79,76.45,22,
"2017-08-22 04:15:00-07",6.64,62.92,24,1.82,69.73,26,1,76.18,22,
"2017-08-22 04:20:00-07",6.43,64.96,45,3.79,69.18,38,0.86,73.83,23,
"2017-08-22 04:25:00-07",4.27,67,31,5.09,71.13,46,1.91,74.55,33,
"2017-08-22 04:30:00-07",7,58.46,41,5.21,69.28,67,4,73.64,64,
"2017-08-22 04:35:00-07",3.55,64.26,31,5.91,70.43,53,3.27,75.37,46,
"2017-08-22 04:40:00-07",6.5,60,39,7.29,70.45,82,3.64,75.1,60,
"2017-08-22 04:45:00-07",7.45,61.34,32,7.18,69.07,59,5.36,71.46,68,
"2017-08-22 04:50:00-07",3.93,65.61,33,3.57,70,47,3.14,76.88,58,
"2017-08-22 04:55:00-07",7,61.06,31,6.36,69.41,58,6.27,73.9,79,
"2017-08-22 05:00:00-07",5.36,63.8,40,5.43,68.68,56,5.79,74.72,96,
"2017-08-22 05:05:00-07",8,62.49,41,8.36,68.62,65,8.36,72.14,108,
"2017-08-22 05:10:00-07",6.93,64.59,54,8.64,69.32,81,5.86,73.32,95,
"2017-08-22 05:15:00-07",5.55,67,37,5.45,70.03,62,7.91,73.33,96,
"2017-08-22 05:20:00-07",7.36,64.68,65,9.5,69.25,91,7.79,73.25,120,
"2017-08-22 05:25:00-07",8.09,65.23,43,7.45,69.42,67,7.45,72.84,91,
"2017-08-22 05:30:00-07",10.29,59.27,81,10.07,65.84,110,10.43,70.81,154,
"2017-08-22 05:35:00-07",11.73,58.72,65,11.45,66.91,103,11.27,70.98,128,
"2017-08-22 05:40:00-07",9.43,63.7,73,12.79,66.77,137,11.14,70.79,170,
"2017-08-22 05:45:00-07",10.55,60.46,59,10.82,64.68,98,13,67.51,143,
"2017-08-22 05:50:00-07",7.29,64.12,59,10.71,67.87,124,9.64,70.34,144,
"2017-08-22 05:55:00-07",9.91,62.23,60,10.45,65.31,84,7.82,71.59,94,
"2017-08-22 06:00:00-07",10.79,54.67,83,12.5,64.55,119,12.43,68.75,177,
"2017-08-22 06:05:00-07",9.55,61.89,64,13.27,64.29,112,12.18,66.39,136,
"2017-08-22 06:10:00-07",11,60.21,104,14.57,63.14,140,13.21,67.4,184,
"2017-08-22 06:15:00-07",16.45,60.48,111,12.55,63.34,101,12,65.24,126,
"2017-08-22 06:20:00-07",13.86,60.28,88,13.21,63.58,126,12.71,66.04,166,
"2017-08-22 06:25:00-07",17.09,54.65,105,15.82,59.01,103,11.36,61.26,117,
"2017-08-22 06:30:00-07",13.07,58.69,117,12.43,60.85,123,11.43,62.38,150,
"2017-08-22 06:35:00-07",17.09,52.79,114,15.82,58.56,108,14.82,58.36,138,
"2017-08-22 06:40:00-07",18.79,52.03,152,15.64,57.61,140,13.71,59.36,169,
"2017-08-22 06:45:00-07",13.27,54.5,92,11.64,60.79,102,12.91,63.79,136,
"2017-08-22 06:50:00-07",11.36,59.42,90,12.71,64.68,133,9.07,69.91,138,
"2017-08-22 06:55:00-07",11.27,60.39,71,10.82,66.17,99,11,68.85,124,
"2017-08-22 07:00:00-07",14,60.37,122,13.29,65.26,116,10.86,68.49,159,
"2017-08-22 07:05:00-07",9.27,62.73,59,11.09,66.61,70,10.64,68.1,127,
"2017-08-22 07:10:00-07",12.5,59.35,91,12.5,65.44,119,10.57,68.39,150,
"2017-08-22 07:15:00-07",13.27,58.58,74,10.09,67.34,74,10,70.81,115,
"2017-08-22 07:20:00-07",10.14,61.99,94,11.07,66.89,121,10.36,70.63,151,
"2017-08-22 07:25:00-07",13.27,59.62,94,12.27,66.58,97,11.82,69.39,139,
"2017-08-22 07:30:00-07",10.64,61.91,92,11.93,65.59,121,11.07,69.91,165,
"2017-08-22 07:35:00-07",10.82,59.04,77,14.27,63.44,107,9.64,67.71,111,
"2017-08-22 07:40:00-07",12.57,61.09,98,12.57,65.63,131,10.5,69.99,165,
"2017-08-22 07:45:00-07",15.27,58.04,94,13.09,66.14,101,10.91,66.94,127,
"2017-08-22 07:50:00-07",11.71,60.13,92,10.86,65.95,124,9.71,69.54,148,
"2017-08-22 07:55:00-07",11.45,60.14,74,11.27,66.25,89,7.18,71.98,92,
"2017-08-22 08:00:00-07",12,61.17,94,11.71,68.1,115,9.93,68.66,144,
"2017-08-22 08:05:00-07",9.91,61.07,75,11.55,68.11,72,7.27,69.67,90,
"2017-08-22 08:10:00-07",7.57,63.1,84,10.57,66.65,98,8.14,68.98,124,
"2017-08-22 08:15:00-07",12,60.64,70,11.09,62.52,87,10.82,57.78,99,
"2017-08-22 08:20:00-07",12.64,55.69,88,11.79,64.77,103,8.29,68.34,122,
"2017-08-22 08:25:00-07",13.18,57.8,92,12.45,64.12,86,9.73,70.12,114,
"2017-08-22 08:30:00-07",12.57,61.25,110,13.64,65.65,130,9.43,66.79,135,
"2017-08-22 08:35:00-07",10.36,60.65,81,10.73,66.66,88,7.64,67.39,88,
"2017-08-22 08:40:00-07",16.07,55.55,110,16.79,62.41,112,10.07,67.62,148,
"2017-08-22 08:45:00-07",11.82,60.6,85,14.09,64.37,99,11.82,65.98,125,
"2017-08-22 08:50:00-07",12.36,61.26,121,13.86,63.7,117,10.14,69.9,144,
"2017-08-22 08:55:00-07",12.64,61.11,84,13.09,65.36,97,9.45,68.57,111,
"2017-08-22 09:00:00-07",11.86,60.22,91,12.71,65.38,109,8.5,69.34,125,
"2017-08-22 09:05:00-07",10.82,59.47,66,13.55,63.6,78,9.36,68.67,111,
"2017-08-22 09:10:00-07",11.79,58.37,90,12.86,65.65,103,9.36,69.31,139,
"2017-08-22 09:15:00-07",12.27,58.08,76,14.91,64.36,85,9.36,69.49,106,
"2017-08-22 09:20:00-07",11.36,58.76,88,14.43,63.83,121,10,68.3,149,
"2017-08-22 09:25:00-07",13.18,59.49,81,11.73,64.69,91,10.18,67.48,114,
"2017-08-22 09:30:00-07",11.71,59.33,94,13.36,65.96,117,10.21,68.84,147,
"2017-08-22 09:35:00-07",14,60.64,87,16.36,63.79,112,11.45,67.19,132,
"2017-08-22 09:40:00-07",13.5,58.53,91,14,64,132,11.86,66.81,164,
"2017-08-22 09:45:00-07",13.55,58.77,84,14.55,63.59,99,11.82,66.19,127,
"2017-08-22 09:50:00-07",13.36,59.68,94,11.14,63.72,112,9.43,67.28,130,
"2017-08-22 09:55:00-07",12.73,53.78,77,15.64,57.54,87,11.45,58.09,94,
"2017-08-22 10:00:00-07",25.64,30.36,102,24.36,32.54,106,18.14,34.33,118,
"2017-08-22 10:05:00-07",28.36,31.05,84,23.73,35.04,92,19.45,38.28,119,
"2017-08-22 10:10:00-07",22.87,41.49,121,18.07,46.44,113,14.13,48.52,152,
"2017-08-22 10:15:00-07",36.23,19.59,83,31.31,22.67,84,24.77,24.44,108,
"2017-08-22 10:20:00-07",30.36,25.8,80,27,30.08,77,19.73,32.65,107,
"2017-08-22 10:25:00-07",28.27,30.73,99,18.09,36.95,82,15.73,41.01,102,
"2017-08-22 10:30:00-07",30.93,32.48,113,25.47,36.84,108,19.67,36.39,148,
"2017-08-22 10:35:00-07",31.23,25.46,96,23.69,30.58,106,18,35.02,120,
"2017-08-22 10:40:00-07",30.87,25.14,98,25.2,29.78,120,18.6,31.38,128,
"2017-08-22 10:45:00-07",30,26.44,50,22.25,32,60,16.75,34.52,69,
"2017-08-22 10:50:00-07",44.2,15.58,55,36.7,21.44,73,24.3,22.96,76,
"2017-08-22 10:55:00-07",34.5,18.86,77,29.21,21.66,86,22,25.92,118,
"2017-08-22 11:00:00-07",35.67,20.15,81,35.93,22.01,99,24.67,24.99,122,
"2017-08-22 11:05:00-07",33.15,22.09,82,28.69,26.6,92,19.54,30.15,110,
"2017-08-22 11:10:00-07",31.6,22.66,91,25.6,25.75,112,17.67,30.24,118,
"2017-08-22 11:15:00-07",41.25,17.56,54,29.88,22.54,59,25.75,23.94,69,
"2017-08-22 11:20:00-07",33.8,18.42,79,36.07,19.93,90,20.87,24.02,114,
"2017-08-22 11:25:00-07",33.5,23.29,92,27.79,24.49,82,23.64,27.34,122,
"2017-08-22 11:30:00-07",34,20.41,96,32.6,23.04,75,19.67,27.42,118,
"2017-08-22 11:35:00-07",36.38,20.91,92,26.92,23.39,82,21.23,26.22,103,
"2017-08-22 11:40:00-07",39.93,18.61,92,29.47,21.18,88,21.8,23,112,
"2017-08-22 11:45:00-07",31.62,26.6,97,27.92,29.11,92,16.08,33.96,108,
"2017-08-22 11:50:00-07",38.67,17.68,53,29.33,27,61,18.67,30.07,70,
"2017-08-22 11:55:00-07",37.75,19.68,44,29.38,24.86,56,20.38,27.24,67,
"2017-08-22 12:00:00-07",36.4,22.22,85,30.53,24.68,98,21.87,26.77,120,
"2017-08-22 12:05:00-07",34.07,20.52,94,33,24.76,90,20.64,26.05,109,
"2017-08-22 12:10:00-07",30.47,22.94,96,23.73,26.62,97,16.53,30.55,113,
"2017-08-22 12:15:00-07",36.69,19.91,88,31.38,22.79,77,20.92,25.32,102,
"2017-08-22 12:20:00-07",33.73,24.16,116,25.73,26.13,104,20.47,27.31,118,
"2017-08-22 12:25:00-07",34.62,16.59,78,33.46,17.83,87,23.54,21.91,95,
"2017-08-22 12:30:00-07",33.53,17.38,79,29.8,20.33,96,24.93,21.21,107,
"2017-08-22 12:35:00-07",33.31,21.33,78,26.92,25.36,86,18.23,28.78,100,
"2017-08-22 12:40:00-07",33.4,22.65,105,24.4,29.47,106,17.93,31.62,127,
"2017-08-22 12:45:00-07",35.46,20.37,87,30.08,24.77,87,23.38,25.08,110,
"2017-08-22 12:50:00-07",36.8,20.62,103,28.2,25.83,90,18.73,28.94,121,
"2017-08-22 12:55:00-07",33.54,25.53,87,21.15,30.74,86,15.85,32.05,103,
"2017-08-22 13:00:00-07",38.5,20.13,99,26.86,24.66,87,18.14,27.64,100,
"2017-08-22 13:05:00-07",34.38,20.63,95,29,24.62,89,19.15,27.92,104,
"2017-08-22 13:10:00-07",42.21,14.58,80,37.14,18.51,89,20.29,21.96,96,
"2017-08-22 13:15:00-07",36,19.67,81,27.86,26.45,103,19.14,28.89,110,
"2017-08-22 13:20:00-07",36.8,13.9,71,37.67,14.94,85,29.27,18.38,107,
"2017-08-22 13:25:00-07",32.64,22.99,87,23.93,24.89,81,16.5,27.35,95,
"2017-08-22 13:30:00-07",35.2,19.29,97,28.67,22.83,80,20.93,23.56,113,
"2017-08-22 13:35:00-07",32.43,25.21,114,28.71,29.39,102,19.57,28.69,110,
"2017-08-22 13:40:00-07",24.47,30.5,120,23.2,33.31,108,18.47,33.15,123,
"2017-08-22 13:45:00-07",33.29,24.33,92,27.71,27.51,90,18,29.58,110,
"2017-08-22 13:50:00-07",41.27,19.72,87,31.07,25.7,108,19.73,26.54,122,
"2017-08-22 13:55:00-07",34.25,17.1,48,35.63,23.55,44,21.25,23.78,58,
"2017-08-22 14:00:00-07",31.73,20.81,74,27.82,27.57,63,19.91,26.72,87,
"2017-08-22 14:05:00-07",36.58,19.86,84,26.5,24.64,74,19,28.83,98,
"2017-08-22 14:10:00-07",38,20.14,103,30.67,23.91,92,19.8,25.63,113,
"2017-08-22 14:15:00-07",33,20.88,98,25.07,27.43,79,17.57,29.5,107,
"2017-08-22 14:20:00-07",36.47,16.51,94,37.07,17.63,101,22.07,22.38,110,
"2017-08-22 14:25:00-07",36.07,16.89,79,33.79,19.12,97,26.14,18.53,104,
"2017-08-22 14:30:00-07",29.47,20.55,93,29.2,23.24,84,20.67,24.66,111,
"2017-08-22 14:35:00-07",32.86,24.61,92,24,27.76,98,18.29,28.13,106,
"2017-08-22 14:40:00-07",35.73,22.02,113,27.53,24.98,95,18.87,26.11,110,
"2017-08-22 14:45:00-07",23.5,27.25,91,29.5,28.26,100,20.43,28.44,113,
"2017-08-22 14:50:00-07",37,18.36,61,31.91,22.47,68,21,26.57,86,
"2017-08-22 14:55:00-07",34.67,19.8,69,35.17,19.81,72,22,24.51,91,
"2017-08-22 15:00:00-07",27.33,25.94,104,25.8,29.66,106,19,30.16,122,
"2017-08-22 15:05:00-07",31.29,23.12,102,25.71,25.35,104,22,26.07,112,
"2017-08-22 15:10:00-07",36.93,18.1,98,28,23.07,95,19.4,26.32,118,
"2017-08-22 15:15:00-07",39,16.95,82,33.57,21.44,78,27.57,21.81,104,
"2017-08-22 15:20:00-07",24,26.99,97,20.2,32.48,91,15.6,35.13,123,
"2017-08-22 15:25:00-07",28.57,22.17,93,26.79,23.45,71,21.5,24.22,102,
"2017-08-22 15:30:00-07",33.13,22,87,30.87,23.87,91,20.53,24.42,113,
"2017-08-22 15:35:00-07",28.5,21.33,84,33.5,23.2,81,26.29,24.09,106,
"2017-08-22 15:40:00-07",29.33,23.7,89,28.73,24.53,111,18.47,25.85,103,
"2017-08-22 15:45:00-07",31.93,19.05,95,28,24.49,82,21.93,27.61,121,
"2017-08-22 15:50:00-07",37.73,18.84,95,30.07,22.9,91,20,27.13,110,
"2017-08-22 15:55:00-07",35.86,16.8,90,27.5,20.23,79,23.79,22,103,
"2017-08-22 16:00:00-07",40.47,15.16,77,35.13,20.79,81,24.13,24.11,122,
"2017-08-22 16:05:00-07",30.71,21.56,82,26.79,22.26,92,24.71,22.94,96,
"2017-08-22 16:10:00-07",30.67,26.48,113,21.47,31.24,107,16.53,32.58,118,
"2017-08-22 16:15:00-07",33.29,22.21,101,26.43,23.42,91,23.14,25.02,105,
"2017-08-22 16:20:00-07",34.4,20.25,107,27.53,22.03,108,20.13,24.16,108,
"2017-08-22 16:25:00-07",29.07,20.57,93,26.79,22.4,95,20.21,25.63,109,
"2017-08-22 16:30:00-07",38.8,15.83,83,33.8,18.66,104,24.33,22.25,122,
"2017-08-22 16:35:00-07",33.29,16.71,84,34.5,17.99,85,30.86,20.8,101,
"2017-08-22 16:40:00-07",28.4,25.27,99,24.13,29.16,115,18.6,31.35,136,
"2017-08-22 16:45:00-07",32.36,23.98,84,24.21,29.03,111,16.93,35.72,129,
"2017-08-22 16:50:00-07",19.47,32.01,91,17.13,34.43,98,20.53,32.57,124,
"2017-08-22 16:55:00-07",9.5,57.01,74,10.5,66.9,111,6.43,70.76,99,
"2017-08-22 17:00:00-07",7.13,61.78,74,8.93,67.4,81,6.87,72.04,109,
"2017-08-22 17:05:00-07",6.79,63.3,61,7.86,72.18,83,5.14,71.63,83,
"2017-08-22 17:10:00-07",9.87,59.09,92,8.8,69.89,95,5.87,69.98,98,
"2017-08-22 17:15:00-07",9,61.67,82,8.21,70.64,90,4.71,71.21,76,
"2017-08-22 17:20:00-07",8.13,62.77,82,7.8,68.88,86,5.93,73.74,99,
"2017-08-22 17:25:00-07",8.43,64.57,65,8.71,70.07,97,7.07,69.9,112,
"2017-08-22 17:30:00-07",9.07,62.9,71,8,67.92,86,7.2,70.94,117,
"2017-08-22 17:35:00-07",10.36,62.88,81,7.86,69.56,87,6.07,73.64,104,
"2017-08-22 17:40:00-07",8.53,63.32,76,8.27,69.77,110,5.8,75.17,100,
"2017-08-22 17:45:00-07",7.21,63.48,54,7.64,69.97,88,6.14,74.17,98,
"2017-08-22 17:50:00-07",9.47,61.71,80,9.67,68.53,111,8.27,72.16,135,
"2017-08-22 17:55:00-07",6,66.18,33,5.25,72,40,3.75,69.43,35,
"2017-08-22 18:00:00-07",8.8,62.23,77,9.73,67.11,104,7.6,71.11,124,
"2017-08-22 18:05:00-07",8.71,62.68,71,8.71,68.94,90,6.14,74.23,93,
"2017-08-22 18:10:00-07",9.73,60.86,97,9.93,68.77,119,4.87,73.28,94,
"2017-08-22 18:15:00-07",6.29,63.1,70,9.5,68.4,107,5.36,74.09,89,
"2017-08-22 18:20:00-07",7.8,61.13,82,8.2,67.74,103,4.53,71.86,81,
"2017-08-22 18:25:00-07",9,60.34,70,10.29,67.36,78,6,72.89,92,
"2017-08-22 18:30:00-07",10.82,61.53,51,8.27,69.79,68,5.73,74.47,72,
"2017-08-22 18:35:00-07",6.08,66.22,63,8.33,69.35,75,5.67,73.27,84,
"2017-08-22 18:40:00-07",9.07,62.17,70,7.4,69.24,92,6.33,71.61,109,
"2017-08-22 18:45:00-07",9.86,61.93,80,11.71,66.58,100,7,70.3,108,
"2017-08-22 18:50:00-07",8.4,63.62,74,8.53,67.54,95,5.8,72.01,93,
"2017-08-22 18:55:00-07",7.86,62.77,62,8.79,68.93,86,6.14,73.98,95,
"2017-08-22 19:00:00-07",10.47,62.09,75,8.33,67.91,90,4.8,72.31,80,
"2017-08-22 19:05:00-07",11.43,61.81,78,7.29,68.46,87,5.36,73.24,84,
"2017-08-22 19:10:00-07",10.33,59.15,80,8.67,66.88,92,5.87,71.32,98,
"2017-08-22 19:15:00-07",9.79,59.25,57,10.07,67.18,96,4.79,71.26,84,
"2017-08-22 19:20:00-07",8.73,62.91,65,7.93,67.41,85,5.33,72.8,84,
"2017-08-22 19:25:00-07",8.86,62.71,84,9.93,69.32,92,6.36,73.61,99,
"2017-08-22 19:30:00-07",7.67,62.48,66,6.53,69.54,71,4.13,72.29,73,
"2017-08-22 19:35:00-07",7.43,62.42,57,5.79,70.26,68,4.43,72.92,71,
"2017-08-22 19:40:00-07",8.87,61.71,72,8.07,66.87,83,5.13,70.2,91,
"2017-08-22 19:45:00-07",10.71,63.38,64,7.5,69.31,74,4.86,73.06,77,
"2017-08-22 19:50:00-07",7.2,61.33,64,7.93,67.83,75,4.8,72.92,78,
"2017-08-22 19:55:00-07",6.86,61.66,61,7.93,68.16,79,6,73.82,89,
"2017-08-22 20:00:00-07",7,63.24,38,4.8,68.23,43,3.2,72.91,44,
"2017-08-22 20:05:00-07",7.5,61.26,31,7.88,67.29,42,4.75,71.43,42,
"2017-08-22 20:10:00-07",9.13,60.15,84,8,67.49,84,3.93,71.61,72,
"2017-08-22 20:15:00-07",8.13,62.21,39,9.38,66.71,48,6.13,69.5,54,
"2017-08-22 20:20:00-07",6.6,61.83,59,8.67,64.69,86,3.33,66.72,57,
"2017-08-22 20:25:00-07",4.14,58.72,47,8.43,64.18,80,4.07,67.03,65,
"2017-08-22 20:30:00-07",5.44,59.48,29,8,64.41,44,2.78,68.93,29,
"2017-08-22 20:35:00-07",4,60.12,43,7.79,65.21,73,2.5,68.67,42,
"2017-08-22 20:40:00-07",5,62.51,39,7.67,63.84,69,4.53,66.65,80,
"2017-08-22 20:45:00-07",6.29,55.64,50,11.5,62.05,73,5.93,62.08,77,
"2017-08-22 20:50:00-07",6.73,60.59,59,5.87,66.19,67,3.07,68.18,56,
"2017-08-22 20:55:00-07",3.86,62.91,45,4.86,62.7,43,2.71,72.5,44,
"2017-08-22 21:00:00-07",2,64.22,18,2.2,68.63,27,1.07,68.85,20,
"2017-08-22 21:05:00-07",5.36,63.5,48,5.21,68.41,59,2.14,69.58,40,
"2017-08-22 21:10:00-07",6.53,64.08,66,6.07,67.67,70,1.53,68.75,36,
"2017-08-22 21:15:00-07",6.29,58.83,58,5.71,66.31,52,2.64,70.29,48,
"2017-08-22 21:20:00-07",5.8,59.93,55,6.07,66.8,69,3.2,72.19,62,
"2017-08-22 21:25:00-07",5.14,61.77,35,3.86,68.22,49,1.79,70.32,38,
"2017-08-22 21:30:00-07",7,62.71,42,5.13,68,59,2.07,71.09,47,
"2017-08-22 21:35:00-07",6,61.94,51,4.57,69.44,55,1.71,71.7,37,
"2017-08-22 21:40:00-07",3,63.58,31,2.8,69.25,48,1.27,71.77,31,
"2017-08-22 21:45:00-07",4.86,62.11,38,4.29,66.94,49,2.43,72.81,43,
"2017-08-22 21:50:00-07",5.8,63.76,50,4.67,68.03,60,2.2,73.51,47,
"2017-08-22 21:55:00-07",5.57,62.94,36,3.93,70.33,48,1.29,71.75,28,
"2017-08-22 22:00:00-07",3.6,64,41,3.73,69.71,48,0.73,71.78,23,
"2017-08-22 22:05:00-07",5.36,65,30,4.29,67.51,47,0.79,72.81,27,
"2017-08-22 22:10:00-07",3.2,66.67,36,1.13,68,24,0.53,75,16,
"2017-08-22 22:15:00-07",3.36,59.87,30,4.79,69.38,47,0.86,71.4,25,
"2017-08-22 22:20:00-07",5.87,61.77,47,2.73,69.83,40,0.13,75.21,14,
"2017-08-22 22:25:00-07",5.21,64.97,32,1.64,70.24,33,1.14,76.06,18,
"2017-08-22 22:30:00-07",8.33,62.84,50,3.13,68.74,42,1.07,72.08,26,
"2017-08-22 22:35:00-07",5.5,62.44,36,3.57,68.79,39,0.79,73.26,23,
"2017-08-22 22:40:00-07",4.73,57.22,32,2.53,68.51,35,0.07,70.3,10,
"2017-08-22 22:45:00-07",3.5,59.85,26,1.71,65.15,20,0.07,70,5,
"2017-08-22 22:50:00-07",3.8,63.89,36,3.87,67.97,39,0.13,73.07,14,
"2017-08-22 22:55:00-07",3.64,59.08,25,3.43,67.94,36,0.43,71.69,13,
"2017-08-22 23:00:00-07",3.67,57.39,18,1.87,68.48,25,0.33,72.6,10,
"2017-08-22 23:05:00-07",5.21,62.26,35,2.14,67.44,27,0.64,71.25,16,
"2017-08-22 23:10:00-07",6.4,62,34,2.2,70,36,0.07,68,2,
"2017-08-22 23:15:00-07",3.29,59.72,18,2.14,68.61,18,0.29,72.5,8,
"2017-08-22 23:20:00-07",5.2,62.48,25,1.47,70.14,22,0.4,74.21,14,
"2017-08-22 23:25:00-07",4.79,57.35,26,2.14,67.75,24,0.57,71.33,12,
"2017-08-22 23:30:00-07",3.93,61,20,2.33,69.45,29,0.2,70.85,13,
"2017-08-22 23:35:00-07",3.07,64.18,17,1.57,69.77,22,0.29,70.67,12,
"2017-08-22 23:40:00-07",2.6,65.8,15,1.4,70.52,29,0.2,47.86,7,
"2017-08-22 23:45:00-07",2,65.92,13,1.75,66.56,9,0,78.83,6,
"2017-08-22 23:50:00-07",2.67,62.9,20,0.27,70.25,8,0,70,2,
"2017-08-22 23:55:00-07",5.07,62.11,19,0.29,69,10,0,75.33,6,
"2017-08-23 00:00:00-07",5.56,65.25,16,2.44,69.65,17,0.56,72,12,
"2017-08-23 00:05:00-07",2.07,63.87,15,0.36,69.33,6,0.07,72.33,3,
"2017-08-23 00:10:00-07",4.4,59.73,22,2.6,69.17,24,0,70.8,5,
"2017-08-23 00:15:00-07",3.93,61.96,25,1.29,67.29,14,0,75,2,
"2017-08-23 00:20:00-07",4,63.52,23,1.4,69.13,15,0,,0,
"2017-08-23 00:25:00-07",3.79,61.06,17,2.36,69.95,19,0,80,3,
"2017-08-23 00:30:00-07",2.73,57.24,17,0.8,68.81,21,0,68,6,
"2017-08-23 00:35:00-07",2.43,63.58,12,2.86,68.76,21,0,75,2,
"2017-08-23 00:40:00-07",3.33,59.73,15,2.87,65.39,23,0.33,71.75,8,
"2017-08-23 00:45:00-07",3,64.4,15,2.29,61.87,15,0,71,4,
"2017-08-23 00:50:00-07",3.07,60.08,13,0.53,68.43,7,0,74.5,4,
"2017-08-23 00:55:00-07",1.25,59.67,3,0,74.25,4,0,,0,
"2017-08-23 01:00:00-07",4.53,63.13,23,0.67,35.5,6,0,66,1,
"2017-08-23 01:05:00-07",4.07,58.21,19,1.14,70.67,15,0.07,61.5,8,
"2017-08-23 01:10:00-07",4.6,64.57,23,1.4,69.3,10,0,64,1,
"2017-08-23 01:15:00-07",2.86,62.31,13,0.64,70,10,0.07,69.33,3,
"2017-08-23 01:20:00-07",1.13,68.5,10,0.8,71.21,14,0,75,2,
"2017-08-23 01:25:00-07",2.71,63.43,14,0.79,69.33,9,0.14,72.6,5,
"2017-08-23 01:30:00-07",2.33,56.3,10,1.07,69.83,12,0,69,1,
"2017-08-23 01:35:00-07",2,67.57,7,1.25,73.11,9,0,,0,
"2017-08-23 01:40:00-07",4.13,60.62,21,1.8,65.83,12,0,65.67,3,
"2017-08-23 01:45:00-07",5.21,61.5,22,0.79,52.22,9,0,69.4,5,
"2017-08-23 01:50:00-07",4.64,62.13,16,3.73,64.79,14,0,71,1,
"2017-08-23 01:55:00-07",1.5,66.11,9,0.92,72.9,10,0,69,1,
"2017-08-23 02:00:00-07",2.55,46.2,10,0.73,68.6,5,0,76,2,
"2017-08-23 02:05:00-07",3.75,63.21,14,1.08,64.47,15,0,72,1,
"2017-08-23 02:10:00-07",2.2,61.5,8,0.4,67.54,13,0,67,2,
"2017-08-23 02:15:00-07",2.36,62.39,18,1.29,66.22,9,0,73.75,4,
"2017-08-23 02:20:00-07",3.8,64.9,20,1.53,68.33,12,0,78,2,
"2017-08-23 02:25:00-07",3,63.32,22,1.43,67.23,13,0,66.67,3,
"2017-08-23 02:30:00-07",2.53,63.94,18,1.2,69.65,17,0.2,71.8,5,
"2017-08-23 02:35:00-07",2.14,64,18,0.36,71.56,9,0,,0,
"2017-08-23 02:40:00-07",1.53,65.42,12,1,70,13,0.13,70.5,6,
"2017-08-23 02:45:00-07",2.43,55.94,17,1.93,61.3,20,0,69.67,3,
"2017-08-23 02:50:00-07",3.6,57.75,16,0.47,62.5,10,0.13,59.83,6,
"2017-08-23 02:55:00-07",1.57,48.18,11,1.5,69.27,15,0.21,61,1,
"2017-08-23 03:00:00-07",4.13,63.38,21,1.27,73.24,17,0,68,1,
"2017-08-23 03:05:00-07",2.36,63,12,1.29,67.08,12,0,86,2,
"2017-08-23 03:10:00-07",2.27,64.95,19,0.67,70.27,15,0,71.33,3,
"2017-08-23 03:15:00-07",5.86,62.17,24,0.71,68.8,15,0,77.5,4,
"2017-08-23 03:20:00-07",3.4,64.09,22,2.73,68.15,20,0,73,1,
"2017-08-23 03:25:00-07",3.93,63.48,21,1.86,69.86,14,0,77.5,4,
"2017-08-23 03:30:00-07",2.47,63.05,21,0.67,74.3,20,0.2,73.11,9,
"2017-08-23 03:35:00-07",1.86,61.73,15,0.29,75,6,0.07,74,2,
